37403086 | @CHEMICAL_demethylzeylasteral | demethylzeylasteral | 30 | 19 | Chemical | chemical | demethylzeylasteral
38012279 | @GENE_HLA_A | HLA-A | 985 | 3 | Gene | gene | HLA
38012279 | @GENE_HLA_DQA1 | HLA-DQA1 | 1039 | 8 | Gene | gene | HLA-DQA1
38012279 | @DISEASE_COVID_19 | COVID-19 | 1372 | 8 | Disease | disease | COVID-19
38017505 | @DISEASE_Liver_Failure | Liver Failure | 79 | 12 | Disease | disease | liver injury
38017505 | @DISEASE_Liver_Failure_Acute | Liver Failure Acute | 128 | 25 | Disease | disease | fulminant hepatic failure
38017505 | @DISEASE_Liver_Failure | Liver Failure | 257 | 5 | Disease | disease | liver
38017505 | @DISEASE_Liver_Failure | Liver Failure | 348 | 13 | Disease | disease | liver failure
38017505 | @DISEASE_Liver_Failure_Acute | Liver Failure Acute | 537 | 25 | Disease | disease | fulminant hepatic failure
38017505 | @DISEASE_Periodic_fever_familial_autosomal_dominant | Periodic fever familial autosomal dominant | 570 | 3 | Disease | disease | FHF
38017505 | @GENE_CCR5 | Ccr5 | 633 | 32 | Gene | gene | chemokine (C-C motif) receptor 5
38017505 | @GENE_CCR5 | Ccr5 | 667 | 4 | Gene | gene | CCR5
38017505 | @GENE_CCR5 | Ccr5 | 794 | 4 | Gene | gene | CCR5
38017505 | @GENE_CCR5 | Ccr5 | 979 | 4 | Gene | gene | CCR5
38017505 | @GENE_CCL4 | Ccl4 | 1060 | 9 | Gene | gene | MIP-1beta
38017505 | @GENE_CCL5 | Ccl5 | 1074 | 61 | Gene | gene | regulated on activation, normal T-cell expressed and secreted
38017505 | @GENE_CCL5 | Ccl5 | 1137 | 6 | Gene | gene | RANTES
38017505 | @GENE_CCR5 | Ccr5 | 1248 | 4 | Gene | gene | CCR5
38017505 | @GENE_CCL4 | Ccl4 | 1360 | 9 | Gene | gene | MIP-1beta
38017505 | @GENE_CCL5 | Ccl5 | 1373 | 6 | Gene | gene | RANTES
38017505 | @GENE_CCL3 | Ccl3 | 1388 | 10 | Gene | gene | MIP-1alpha
38017505 | @GENE_CCR5 | Ccr5 | 1439 | 4 | Gene | gene | CCR5
38017505 | @DISEASE_Liver_Failure | Liver Failure | 1564 | 12 | Disease | disease | liver injury
38017505 | @GENE_CCR5 | Ccr5 | 1667 | 4 | Gene | gene | CCR5
38017505 | @DISEASE_Liver_Failure | Liver Failure | 1754 | 12 | Disease | disease | liver injury
38017505 | @GENE_CCR5 | Ccr5 | 1808 | 4 | Gene | gene | CCR5
38017505 | @CHEMICAL_Maraviroc | Maraviroc | 1816 | 9 | Chemical | chemical | maraviroc
38017505 | @DISEASE_Liver_Failure | Liver Failure | 1863 | 5 | Disease | disease | liver
38017505 | @DISEASE_Liver_Failure | Liver Failure | 1873 | 12 | Disease | disease | liver injury
38017505 | @DISEASE_Periodic_fever_familial_autosomal_dominant | Periodic fever familial autosomal dominant | 1899 | 3 | Disease | disease | FHF
38017505 | @GENE_CCR5 | Ccr5 | 1926 | 4 | Gene | gene | CCR5
38017505 | @GENE_CCL4 | Ccl4 | 1931 | 9 | Gene | gene | MIP-1beta
38017505 | @GENE_CCL5 | Ccl5 | 1941 | 6 | Gene | gene | RANTES
38017505 | @DISEASE_Liver_Failure | Liver Failure | 2015 | 5 | Disease | disease | liver
38017505 | @DISEASE_Liver_Failure | Liver Failure | 2042 | 12 | Disease | disease | liver injury
38017505 | @GENE_CCR5 | Ccr5 | 2079 | 4 | Gene | gene | CCR5
38017505 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 2130 | 12 | Disease | disease | liver damage
38017505 | @DISEASE_Liver_Failure_Acute | Liver Failure Acute | 2164 | 18 | Disease | disease | acute liver injury
38071404 | @DISEASE_Myocarditis | Myocarditis | 46 | 11 | Disease | disease | myocarditis
38071404 | @DISEASE_Myocarditis | Myocarditis | 164 | 11 | Disease | disease | myocarditis
38071404 | @DISEASE_Communicable_Diseases | Communicable Diseases | 334 | 40 | Disease | disease | infectious and autoinflammatory diseases
38071404 | @DISEASE_Myocarditis | Myocarditis | 462 | 11 | Disease | disease | myocarditis
38071404 | @DISEASE_Myocarditis | Myocarditis | 665 | 11 | Disease | disease | myocarditis
38071404 | @GENE_HLA_DRB1 | HLA-DRB1 | 764 | 4 | Gene | gene | DRB1
38071404 | @GENE_HLA_DRB1 | HLA-DRB1 | 776 | 4 | Gene | gene | DRB1
38071404 | @GENE_HLA_A | HLA-A | 813 | 5 | Gene | gene | HLA-A
38071404 | @DISEASE_Inflammation | Inflammation | 1239 | 12 | Disease | disease | inflammatory
38071404 | @DISEASE_Myocarditis | Myocarditis | 1276 | 11 | Disease | disease | myocarditis
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 64 | 22 | Disease | disease | long Covid-19 syndrome
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 110 | 22 | Disease | disease | Long Covid-19 syndrome
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 134 | 3 | Disease | disease | LCS
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 221 | 3 | Disease | disease | LCS
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 457 | 3 | Disease | disease | LCS
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 561 | 3 | Disease | disease | LCS
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 572 | 3 | Disease | disease | LCS
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 611 | 3 | Disease | disease | LCS
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 616 | 3 | Disease | disease | LCS
38231284 | @GENE_TNF | TNF | 717 | 27 | Gene | gene | tumor necrosis factor-alpha
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 915 | 3 | Disease | disease | LCS
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 936 | 3 | Disease | disease | LCS
38231284 | @DISEASE_COVID_19 | COVID-19 | 991 | 8 | Disease | disease | Covid-19
38231284 | @GENE_CRP | CRP | 1084 | 18 | Gene | gene | C-reactive protein
38231284 | @GENE_CRP | CRP | 1104 | 3 | Gene | gene | CRP
38231284 | @GENE_IL6 | IL6 | 1114 | 4 | Gene | gene | IL-6
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 1144 | 3 | Disease | disease | LCS
38231284 | @GENE_GAP43 | GAP43 | 1234 | 4 | Gene | gene | B*50
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 1277 | 3 | Disease | disease | LCS
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 1392 | 3 | Disease | disease | LCS
38231284 | @GENE_CRP | CRP | 1435 | 3 | Gene | gene | CRP
38231284 | @GENE_IL6 | IL6 | 1440 | 4 | Gene | gene | IL-6
38231284 | @DISEASE_COVID_19 | COVID-19 | 1519 | 8 | Disease | disease | Covid-19
38231284 | @DISEASE_COVID_19 | COVID-19 | 1591 | 8 | Disease | disease | Covid-19
38231284 | @GENE_CRP | CRP | 1710 | 3 | Gene | gene | CRP
38231284 | @GENE_IL6 | IL6 | 1718 | 4 | Gene | gene | IL-6
38231284 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 1783 | 3 | Disease | disease | LCS
38301089 | @DISEASE_COVID_19 | COVID-19 | 61 | 8 | Disease | disease | COVID-19
38301089 | @DISEASE_COVID_19 | COVID-19 | 164 | 8 | Disease | disease | COVID-19
38301089 | @DISEASE_Common_Cold | Common Cold | 228 | 11 | Disease | disease | common cold
38301089 | @DISEASE_Respiration_Disorders | Respiration Disorders | 250 | 20 | Disease | disease | respiratory syndrome
38301089 | @DISEASE_Communicable_Diseases | Communicable Diseases | 397 | 18 | Disease | disease | infectious disease
38301089 | @DISEASE_COVID_19 | COVID-19 | 506 | 8 | Disease | disease | COVID-19
38301089 | @DISEASE_COVID_19 | COVID-19 | 657 | 8 | Disease | disease | COVID-19
38301089 | @DISEASE_COVID_19 | COVID-19 | 740 | 8 | Disease | disease | COVID-19
38301089 | @GENE_HLA_DRB1 | HLA-DRB1 | 985 | 8 | Gene | gene | HLA-DRB1
38301089 | @DISEASE_COVID_19 | COVID-19 | 1045 | 8 | Disease | disease | COVID-19
38301089 | @DISEASE_COVID_19 | COVID-19 | 1245 | 8 | Disease | disease | COVID-19
38301089 | @GENE_HLA_DRB1 | HLA-DRB1 | 1291 | 8 | Gene | gene | HLA-DRB1
38301089 | @DISEASE_COVID_19 | COVID-19 | 1352 | 8 | Disease | disease | COVID-19
38301089 | @DISEASE_COVID_19 | COVID-19 | 1465 | 8 | Disease | disease | COVID-19
38632561 | @DISEASE_COVID_19 | COVID-19 | 96 | 8 | Disease | disease | COVID-19
38632561 | @DISEASE_COVID_19 | COVID-19 | 1100 | 8 | Disease | disease | COVID-19
38632561 | @DISEASE_COVID_19 | COVID-19 | 1755 | 8 | Disease | disease | COVID-19
38632561 | @DISEASE_COVID_19 | COVID-19 | 2019 | 8 | Disease | disease | COVID-19
38633920 | @DISEASE_Growth_Disorders | Growth Disorders | 41 | 8 | Disease | disease | Stunting
38633920 | @DISEASE_Wasting_Syndrome | Wasting Syndrome | 51 | 7 | Disease | disease | Wasting
38633920 | @DISEASE_Thinness | Thinness | 64 | 11 | Disease | disease | Underweight
38633920 | @DISEASE_COVID_19 | COVID-19 | 130 | 8 | Disease | disease | COVID-19
38633920 | @DISEASE_COVID_19 | COVID-19 | 139 | 8 | Disease | disease | Pandemic
38633920 | @DISEASE_COVID_19 | COVID-19 | 231 | 24 | Disease | disease | coronavirus disease 2019
38633920 | @DISEASE_COVID_19 | COVID-19 | 257 | 8 | Disease | disease | COVID-19
38633920 | @DISEASE_COVID_19 | COVID-19 | 267 | 8 | Disease | disease | pandemic
38633920 | @DISEASE_COVID_19 | COVID-19 | 400 | 8 | Disease | disease | Pandemic
38633920 | @DISEASE_Malnutrition | Malnutrition | 536 | 14 | Disease | disease | undernutrition
38633920 | @DISEASE_COVID_19 | COVID-19 | 737 | 8 | Disease | disease | COVID-19
38633920 | @DISEASE_COVID_19 | COVID-19 | 746 | 8 | Disease | disease | pandemic
38633920 | @DISEASE_Wasting_Syndrome | Wasting Syndrome | 1098 | 7 | Disease | disease | wasting
38633920 | @DISEASE_Thinness | Thinness | 1107 | 11 | Disease | disease | underweight
38633920 | @DISEASE_Growth_Disorders | Growth Disorders | 1123 | 8 | Disease | disease | stunting
38633920 | @DISEASE_Thinness | Thinness | 1537 | 11 | Disease | disease | underweight
38633920 | @DISEASE_Wasting_Syndrome | Wasting Syndrome | 1565 | 7 | Disease | disease | wasting
38633920 | @DISEASE_Growth_Disorders | Growth Disorders | 1593 | 7 | Disease | disease | stunted
38633920 | @DISEASE_COVID_19 | COVID-19 | 1822 | 8 | Disease | disease | pandemic
38633920 | @DISEASE_Growth_Disorders | Growth Disorders | 1931 | 8 | Disease | disease | stunting
38633920 | @DISEASE_Wasting_Syndrome | Wasting Syndrome | 2057 | 7 | Disease | disease | wasting
38633920 | @DISEASE_Growth_Disorders | Growth Disorders | 2159 | 8 | Disease | disease | stunting
38633920 | @DISEASE_Wasting_Syndrome | Wasting Syndrome | 2169 | 7 | Disease | disease | wasting
38633920 | @DISEASE_Thinness | Thinness | 2181 | 11 | Disease | disease | underweight
38633920 | @DISEASE_COVID_19 | COVID-19 | 2271 | 8 | Disease | disease | COVID-19
38633920 | @DISEASE_COVID_19 | COVID-19 | 2280 | 8 | Disease | disease | pandemic
38633920 | @DISEASE_Child_Nutrition_Disorders | Child Nutrition Disorders | 2340 | 18 | Disease | disease | child malnutrition
38633920 | @DISEASE_COVID_19 | COVID-19 | 2370 | 8 | Disease | disease | COVID-19
38633920 | @DISEASE_COVID_19 | COVID-19 | 2379 | 8 | Disease | disease | pandemic
38633920 | @DISEASE_Malnutrition | Malnutrition | 2616 | 14 | Disease | disease | undernutrition
38633920 | @DISEASE_COVID_19 | COVID-19 | 2634 | 8 | Disease | disease | pandemic
38633920 | @DISEASE_COVID_19 | COVID-19 | 2659 | 8 | Disease | disease | pandemic
38633947 | @DISEASE_alpha_1_Antitrypsin_Deficiency | alpha 1-Antitrypsin Deficiency | 33 | 30 | Disease | disease | Alpha-1 Antitrypsin Deficiency
38633947 | @DISEASE_alpha_1_Antitrypsin_Deficiency | alpha 1-Antitrypsin Deficiency | 124 | 36 | Disease | disease | Alpha-1 antitrypsin (AAT) deficiency
38633947 | @DISEASE_Lung_Diseases | Lung Diseases | 230 | 4 | Disease | disease | lung
38633947 | @GENE_SERPINA1 | SERPINA1 | 278 | 8 | Gene | gene | SERPINA1
38633947 | @DISEASE_alpha_1_Antitrypsin_Deficiency | alpha 1-Antitrypsin Deficiency | 485 | 14 | Disease | disease | AAT deficiency
38633947 | @DISEASE_Lung_Diseases | Lung Diseases | 825 | 4 | Disease | disease | lung
38633947 | @DISEASE_Pulmonary_Disease_Chronic_Obstructive | Pulmonary Disease Chronic Obstructive | 834 | 37 | Disease | disease | chronic obstructive pulmonary disease
38633947 | @DISEASE_Asthma | Asthma | 922 | 6 | Disease | disease | asthma
38633947 | @DISEASE_COVID_19 | COVID-19 | 930 | 8 | Disease | disease | COVID-19
38633947 | @DISEASE_Pneumothorax | Pneumothorax | 940 | 12 | Disease | disease | pneumothorax
38633947 | @DISEASE_Sleep_Apnea_Obstructive | Sleep Apnea Obstructive | 958 | 23 | Disease | disease | obstructive sleep apnea
38633947 | @DISEASE_alpha_1_Antitrypsin_Deficiency | alpha 1-Antitrypsin Deficiency | 1105 | 14 | Disease | disease | AAT deficiency
38646408 | @DISEASE_Mental_Fatigue | Mental Fatigue | 56 | 9 | Disease | disease | Brain Fog
38646408 | @DISEASE_COVID_19 | COVID-19 | 71 | 8 | Disease | disease | COVID-19
38646408 | @DISEASE_Mental_Fatigue | Mental Fatigue | 96 | 9 | Disease | disease | Brain fog
38646408 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 148 | 10 | Disease | disease | long COVID
38646408 | @DISEASE_Cognition_Disorders | Cognition Disorders | 170 | 18 | Disease | disease | cognitive problems
38646408 | @DISEASE_Memory_Disorders | Memory Disorders | 208 | 19 | Disease | disease | memory disturbances
38646408 | @DISEASE_Attention_Deficit_Disorder_with_Hyperactivity | Attention Deficit Disorder with Hyperactivity | 229 | 21 | Disease | disease | attention impairments
38646408 | @DISEASE_Retinitis_Pigmentosa_Concentric | Retinitis Pigmentosa Concentric | 256 | 27 | Disease | disease | problems with concentration
38646408 | @DISEASE_Mental_Fatigue | Mental Fatigue | 327 | 9 | Disease | disease | brain fog
38646408 | @DISEASE_Anxiety | Anxiety | 496 | 7 | Disease | disease | anxiety
38646408 | @DISEASE_Depressive_Disorder | Depressive Disorder | 505 | 10 | Disease | disease | depression
38646408 | @DISEASE_Headache | Headache | 517 | 9 | Disease | disease | headaches
38646408 | @DISEASE_Pain | Pain | 532 | 4 | Disease | disease | pain
38646408 | @DISEASE_Cognition_Disorders | Cognition Disorders | 844 | 21 | Disease | disease | cognitive impairments
38646408 | @DISEASE_Mental_Fatigue | Mental Fatigue | 889 | 9 | Disease | disease | brain fog
38646408 | @DISEASE_Mental_Fatigue | Mental Fatigue | 968 | 9 | Disease | disease | brain fog
38646408 | @DISEASE_Mental_Fatigue | Mental Fatigue | 1064 | 9 | Disease | disease | brain fog
38646408 | @DISEASE_Mental_Fatigue | Mental Fatigue | 1212 | 9 | Disease | disease | brain fog
38646408 | @DISEASE_Pain | Pain | 1241 | 4 | Disease | disease | Pain
38646408 | @DISEASE_Pain | Pain | 1304 | 4 | Disease | disease | pain
38646408 | @DISEASE_Anxiety | Anxiety | 1354 | 7 | Disease | disease | anxiety
38646408 | @DISEASE_Mental_Fatigue | Mental Fatigue | 1470 | 9 | Disease | disease | brain fog
38646408 | @GENE_IGKV4_1 | IGKV4-1 | 1612 | 6 | Gene | gene | beta 3
38646408 | @GENE_IGKV4_1 | IGKV4-1 | 1807 | 6 | Gene | gene | beta 3
8053246 | @DISEASE_Hemorrhage | Hemorrhage | 652 | 8 | Disease | disease | bleeding
8053246 | @DISEASE_Hemorrhage | Hemorrhage | 726 | 8 | Disease | disease | bleeding
8053246 | @DISEASE_Seroma | Seroma | 776 | 6 | Disease | disease | seroma
8053246 | @DISEASE_Lead_Poisoning | Lead Poisoning | 900 | 17 | Disease | disease | lead dislocations
8053246 | @DISEASE_Lead_Poisoning | Lead Poisoning | 1026 | 13 | Disease | disease | lead fracture
8053246 | @DISEASE_Hemorrhage | Hemorrhage | 1068 | 8 | Disease | disease | bleeding
8053246 | @DISEASE_Arrhythmias_Cardiac | Arrhythmias Cardiac | 1192 | 23 | Disease | disease | ventricular arrhythmias
12909101 | @CHEMICAL_Nitrosamines | Nitrosamines | 53 | 12 | Chemical | chemical | nitrosamines
12909101 | @CHEMICAL_Nitrosamines | Nitrosamines | 183 | 12 | Chemical | chemical | nitrosamines
12909101 | @CHEMICAL_Sodium_Dodecyl_Sulfate | Sodium Dodecyl Sulfate | 315 | 22 | Chemical | chemical | sodium dodecyl sulfate
12909101 | @CHEMICAL_Sodium_Dodecyl_Sulfate | Sodium Dodecyl Sulfate | 339 | 3 | Chemical | chemical | SDS
12909101 | @CHEMICAL_gamma_cyclodextrin | gamma-cyclodextrin | 345 | 18 | Chemical | chemical | gamma-cyclodextrin
12909101 | @CHEMICAL_gamma_cyclodextrin | gamma-cyclodextrin | 365 | 2 | Chemical | chemical | CD
12909101 | @CHEMICAL_Nitrosamines | Nitrosamines | 421 | 12 | Chemical | chemical | nitrosamines
12909101 | @CHEMICAL_Nitrosamines | Nitrosamines | 734 | 11 | Chemical | chemical | nitrosamine
12909101 | @CHEMICAL_Dimethylnitrosamine | Dimethylnitrosamine | 1117 | 19 | Chemical | chemical | dimethylnitrosamine
12909101 | @CHEMICAL_Dimethylnitrosamine | Dimethylnitrosamine | 1138 | 3 | Chemical | chemical | DMN
12909101 | @CHEMICAL_Diethylnitrosamine | Diethylnitrosamine | 1144 | 18 | Chemical | chemical | diethylnitrosamine
12909101 | @CHEMICAL_Diethylnitrosamine | Diethylnitrosamine | 1164 | 3 | Chemical | chemical | DEN
12909101 | @CHEMICAL_N_Nitrosopyrrolidine | N-Nitrosopyrrolidine | 1170 | 20 | Chemical | chemical | N-nitrosopyrrolidine
12909101 | @CHEMICAL_N_Nitrosopyrrolidine | N-Nitrosopyrrolidine | 1192 | 4 | Chemical | chemical | NPYR
12909101 | @CHEMICAL_N_nitrosomorpholine | N-nitrosomorpholine | 1199 | 19 | Chemical | chemical | N-nitrosomorpholine
12909101 | @CHEMICAL_N_nitrosomorpholine | N-nitrosomorpholine | 1220 | 4 | Chemical | chemical | NMOR
12909101 | @CHEMICAL_N_nitrosopiperidine | N-nitrosopiperidine | 1230 | 19 | Chemical | chemical | N-nitrosopiperidine
12909101 | @CHEMICAL_N_nitrosopiperidine | N-nitrosopiperidine | 1251 | 4 | Chemical | chemical | NPIP
16175134 | @CHEMICAL_tofacitinib | tofacitinib | 47 | 10 | Chemical | chemical | CP-690,550
16175134 | @GENE_JAK3 | JAK3 | 230 | 4 | Gene | gene | JAK3
16175134 | @CHEMICAL_tofacitinib | tofacitinib | 245 | 10 | Chemical | chemical | CP-690,550
16175134 | @CHEMICAL_Methanol | Methanol | 516 | 8 | Chemical | chemical | methanol
16175134 | @CHEMICAL_acetonitrile | acetonitrile | 529 | 12 | Chemical | chemical | acetonitrile
16175134 | @CHEMICAL_tofacitinib | tofacitinib | 859 | 10 | Chemical | chemical | CP-690,550
16175134 | @CHEMICAL_tofacitinib | tofacitinib | 1511 | 10 | Chemical | chemical | CP-690,550
17764010 | @DISEASE_Neoplasms | Neoplasms | 52 | 12 | Disease | disease | solid tumors
17764010 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 97 | 40 | Disease | disease | hepatocellular and colorectal carcinomas
17764010 | @DISEASE_Neoplasms | Neoplasms | 222 | 5 | Disease | disease | tumor
17764010 | @DISEASE_Neoplasms | Neoplasms | 422 | 5 | Disease | disease | tumor
17764010 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 625 | 20 | Disease | disease | colorectal carcinoma
17764010 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 647 | 3 | Disease | disease | CRC
17764010 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 658 | 24 | Disease | disease | hepatocellular carcinoma
17764010 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 684 | 3 | Disease | disease | HCC
17764010 | @DISEASE_Sarcoma | Sarcoma | 694 | 7 | Disease | disease | sarcoma
17764010 | @CHEMICAL_bromohydrin_pyrophosphate | bromohydrin pyrophosphate | 856 | 25 | Chemical | chemical | bromohydrin pyrophosphate
17764010 | @CHEMICAL_Zoledronic_Acid | Zoledronic Acid | 885 | 11 | Chemical | chemical | zoledronate
17764010 | @GENE_IL2 | IL2 | 925 | 4 | Gene | gene | IL-2
17764010 | @GENE_PTPRC | PTPRC | 1023 | 6 | Gene | gene | CD45RA
17764010 | @GENE_PTPRC | PTPRC | 1032 | 6 | Gene | gene | CD45RO
17764010 | @GENE_CD27 | CD27 | 1044 | 4 | Gene | gene | CD27
17764010 | @GENE_KLRK1 | KLRK1 | 1068 | 5 | Gene | gene | NKG2D
17764010 | @GENE_KLRB1 | KLRB1 | 1078 | 5 | Gene | gene | CD161
17764010 | @GENE_CXCR3 | CXCR3 | 1108 | 5 | Gene | gene | CXCR3
17764010 | @GENE_CCR5 | CCR5 | 1118 | 4 | Gene | gene | CCR5
17764010 | @DISEASE_Neoplasms | Neoplasms | 1225 | 5 | Disease | disease | tumor
17764010 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 1278 | 3 | Disease | disease | HCC
17764010 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1286 | 3 | Disease | disease | CRC
17764010 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1460 | 3 | Gene | gene | TCR
17764010 | @DISEASE_Neoplasms | Neoplasms | 1521 | 5 | Disease | disease | tumor
17764010 | @GENE_KLRK1 | KLRK1 | 1543 | 14 | Gene | gene | NKG2D receptor
17764010 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 1618 | 3 | Disease | disease | HCC
17764010 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1626 | 10 | Disease | disease | CRC tumors
17764010 | @DISEASE_Neoplasms | Neoplasms | 1669 | 5 | Disease | disease | tumor
17764010 | @CHEMICAL_Zoledronic_Acid | Zoledronic Acid | 1718 | 11 | Chemical | chemical | zoledronate
17764010 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 1760 | 3 | Disease | disease | HCC
17764010 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1768 | 3 | Disease | disease | CRC
17764010 | @DISEASE_Neoplasms | Neoplasms | 1861 | 6 | Disease | disease | cancer
17764010 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 2047 | 3 | Disease | disease | HCC
17764010 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 2055 | 3 | Disease | disease | CRC
19009346 | @GENE_NGF | Ngf | 36 | 19 | Gene | gene | nerve growth factor
19009346 | @GENE_NGF | Ngf | 118 | 19 | Gene | gene | Nerve growth factor
19009346 | @GENE_NGF | Ngf | 139 | 3 | Gene | gene | NGF
19009346 | @GENE_NGF | Ngf | 275 | 3 | Gene | gene | NGF
19009346 | @GENE_MAPK8 | Mapk8 | 304 | 23 | Gene | gene | c-Jun N-terminal kinase
19009346 | @GENE_MAPK8 | Mapk8 | 329 | 3 | Gene | gene | JNK
19009346 | @GENE_NGF | Ngf | 422 | 3 | Gene | gene | NGF
