24631022 | @CHEMICAL_galiellalactone | galiellalactone | 22 | 15 | Chemical | chemical | galiellalactone
35095831 | @DISEASE_Osteoarthritis | Osteoarthritis | 1469 | 2 | Disease | disease | OA
35095831 | @GENE_CD209 | CD209 | 1521 | 5 | Gene | gene | CD209
35095831 | @GENE_CD14 | CD14 | 1527 | 4 | Gene | gene | CD14
35095831 | @GENE_CD209 | CD209 | 1694 | 5 | Gene | gene | CD209
35095831 | @GENE_CCR6 | CCR6 | 1753 | 4 | Gene | gene | CCR6
35095831 | @GENE_CCR7 | CCR7 | 1759 | 4 | Gene | gene | CCR7
35095831 | @GENE_CXCR3 | CXCR3 | 1765 | 5 | Gene | gene | CXCR3
35095831 | @GENE_CXCR4 | CXCR4 | 1772 | 5 | Gene | gene | CXCR4
35095831 | @GENE_CXCR5 | CXCR5 | 1782 | 5 | Gene | gene | CXCR5
35095831 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1807 | 2 | Disease | disease | RA
35095831 | @GENE_CCR3 | CCR3 | 1850 | 4 | Gene | gene | CCR3
35095831 | @GENE_CXCL10 | CXCL10 | 1856 | 6 | Gene | gene | CXCL10
35095831 | @GENE_CXCL11 | CXCL11 | 1867 | 6 | Gene | gene | CXCL11
35095831 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 1906 | 3 | Disease | disease | PsA
35095831 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 2015 | 2 | Disease | disease | RA
35095831 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 2021 | 3 | Disease | disease | PsA
35095831 | @GENE_NFKB1 | NFKB1 | 2089 | 9 | Gene | gene | NF-kappaB
35095831 | @GENE_TNF | TNF | 2118 | 8 | Gene | gene | TNFalpha
35095831 | @GENE_CD209 | CD209 | 2139 | 5 | Gene | gene | CD209
35095831 | @GENE_CD14 | CD14 | 2145 | 4 | Gene | gene | CD14
35095831 | @DISEASE_Inflammation | Inflammation | 2187 | 12 | Disease | disease | inflammatory
35095831 | @GENE_CD209 | CD209 | 2268 | 5 | Gene | gene | CD209
35095831 | @GENE_CD14 | CD14 | 2274 | 4 | Gene | gene | CD14
35095831 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 2333 | 2 | Disease | disease | RA
35095831 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 2340 | 3 | Disease | disease | PsA
35095831 | @DISEASE_Inflammation | Inflammation | 2502 | 12 | Disease | disease | inflammatory
35095831 | @GENE_CD209 | CD209 | 2539 | 5 | Gene | gene | CD209
35095831 | @GENE_CD14 | CD14 | 2545 | 4 | Gene | gene | CD14
35116714 | @DISEASE_Neoplasms | Neoplasms | 0 | 10 | Disease | disease | Pan-cancer
35116714 | @GENE_CXCR4 | CXCR4 | 23 | 5 | Gene | gene | CXCR4
35116714 | @DISEASE_Carcinogenesis | Carcinogenesis | 29 | 14 | Disease | disease | carcinogenesis
35116714 | @DISEASE_Neoplasms | Neoplasms | 53 | 6 | Disease | disease | tumors
35116714 | @GENE_CXCR4 | CXCR4 | 73 | 26 | Gene | gene | C-X-C chemokine receptor 4
35116714 | @GENE_CXCR4 | CXCR4 | 101 | 5 | Gene | gene | CXCR4
35116714 | @GENE_CXCL12 | CXCL12 | 134 | 29 | Gene | gene | stromal cell-derived factor-1
35116714 | @GENE_CXCL12 | CXCL12 | 179 | 6 | Gene | gene | CXCL12
35116714 | @GENE_CXCL12 | CXCL12 | 211 | 6 | Gene | gene | CXCL12
35116714 | @GENE_CXCR4 | CXCR4 | 235 | 5 | Gene | gene | CXCR4
35116714 | @GENE_CXCR4 | CXCR4 | 436 | 5 | Gene | gene | CXCR4
35116714 | @DISEASE_Neoplasms | Neoplasms | 451 | 7 | Disease | disease | cancers
35116714 | @DISEASE_Neoplasms | Neoplasms | 472 | 10 | Disease | disease | pan-cancer
35116714 | @GENE_CXCR4 | CXCR4 | 535 | 5 | Gene | gene | CXCR4
35116714 | @DISEASE_Neoplasms | Neoplasms | 544 | 6 | Disease | disease | cancer
35116714 | @DISEASE_Neoplasms | Neoplasms | 564 | 6 | Disease | disease | Cancer
35116714 | @DISEASE_Neoplasms | Neoplasms | 672 | 5 | Disease | disease | Tumor
35116714 | @GENE_CXCR4 | CXCR4 | 776 | 5 | Gene | gene | CXCR4
35116714 | @DISEASE_Neoplasms | Neoplasms | 795 | 7 | Disease | disease | cancers
35116714 | @GENE_CXCR4 | CXCR4 | 944 | 5 | Gene | gene | CXCR4
35116714 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 992 | 28 | Disease | disease | bladder urothelial carcinoma
35116714 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 1022 | 4 | Disease | disease | BLCA
35116714 | @DISEASE_Neoplasms | Neoplasms | 1038 | 7 | Disease | disease | cancers
35116714 | @GENE_CXCR4 | CXCR4 | 1051 | 5 | Gene | gene | CXCR4
35116714 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 1071 | 4 | Disease | disease | BLCA
35116714 | @DISEASE_Carcinoma_Squamous_Cell | Carcinoma Squamous Cell | 1077 | 32 | Disease | disease | cervical squamous cell carcinoma
35116714 | @DISEASE_Carcinoma_Squamous_Cell | Carcinoma Squamous Cell | 1111 | 4 | Disease | disease | CESC
35116714 | @DISEASE_Neoplasms | Neoplasms | 1127 | 7 | Disease | disease | cancers
35116714 | @DISEASE_Neoplasms | Neoplasms | 1150 | 5 | Disease | disease | tumor
35116714 | @GENE_CXCR4 | CXCR4 | 1163 | 5 | Gene | gene | CXCR4
35116714 | @DISEASE_Neoplasms | Neoplasms | 1211 | 5 | Disease | disease | tumor
35116714 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 1243 | 4 | Disease | disease | BLCA
35116714 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1249 | 21 | Disease | disease | breast adenocarcinoma
35116714 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1272 | 4 | Disease | disease | BRCA
35116714 | @DISEASE_Carcinoma_Squamous_Cell | Carcinoma Squamous Cell | 1279 | 4 | Disease | disease | CESC
35116714 | @DISEASE_Neoplasms | Neoplasms | 1294 | 7 | Disease | disease | cancers
35116714 | @GENE_CXCR4 | CXCR4 | 1327 | 5 | Gene | gene | CXCR4
35116714 | @GENE_CXCR4 | CXCR4 | 1455 | 5 | Gene | gene | CXCR4
35116714 | @GENE_CXCR4 | CXCR4 | 1625 | 5 | Gene | gene | CXCR4
35116714 | @DISEASE_Neoplasms | Neoplasms | 1644 | 7 | Disease | disease | cancers
35462338 | @GENE_CXCL12 | CXCL12 | 0 | 6 | Gene | gene | CXCL12
35462338 | @GENE_CXCR4 | CXCR4 | 36 | 5 | Gene | gene | CXCR4
35462338 | @GENE_CXCL12 | CXCL12 | 43 | 6 | Gene | gene | CXCL12
35462338 | @DISEASE_Disease | Disease | 137 | 18 | Disease | disease | cutaneous diseases
35462338 | @DISEASE_Alopecia | Alopecia | 167 | 19 | Disease | disease | androgenic alopecia
35462338 | @GENE_CXCL12 | CXCL12 | 307 | 6 | Gene | gene | CXCL12
35462338 | @GENE_CXCR4 | CXCR4 | 332 | 5 | Gene | gene | CXCR4
35462338 | @GENE_CXCL12 | CXCL12 | 406 | 6 | Gene | gene | CXCL12
35462338 | @GENE_CXCR4 | CXCR4 | 550 | 5 | Gene | gene | CXCR4
35462338 | @DISEASE_Alopecia | Alopecia | 648 | 9 | Disease | disease | hair loss
35462338 | @GENE_CXCL12 | CXCL12 | 685 | 6 | Gene | gene | CXCL12
35462338 | @GENE_CXCL12 | CXCL12 | 807 | 6 | Gene | gene | CXCL12
35462338 | @GENE_ACKR3 | ACKR3 | 964 | 5 | Gene | gene | CXCR7
35462338 | @GENE_CXCL12 | CXCL12 | 1000 | 6 | Gene | gene | CXCL12
35462338 | @GENE_CXCR4 | CXCR4 | 1067 | 5 | Gene | gene | CXCR4
35462338 | @GENE_CXCL12 | CXCL12 | 1097 | 6 | Gene | gene | CXCL12
35462338 | @GENE_CXCL12 | CXCL12 | 1226 | 6 | Gene | gene | CXCL12
35462338 | @GENE_CXCL12 | CXCL12 | 1325 | 6 | Gene | gene | CXCL12
35462338 | @GENE_CXCR4 | CXCR4 | 1341 | 5 | Gene | gene | CXCR4
35462338 | @GENE_STAT3 | STAT3 | 1369 | 5 | Gene | gene | STAT3
35462338 | @GENE_STAT5A | STAT5A | 1379 | 5 | Gene | gene | STAT5
35462338 | @GENE_CXCL12 | CXCL12 | 1444 | 6 | Gene | gene | CXCL12
35462338 | @GENE_CXCR4 | CXCR4 | 1455 | 5 | Gene | gene | CXCR4
35462338 | @GENE_STAT3 | STAT3 | 1494 | 5 | Gene | gene | STAT3
35462338 | @GENE_STAT5A | STAT5A | 1504 | 5 | Gene | gene | STAT5
35462338 | @GENE_CXCL12 | CXCL12 | 1551 | 6 | Gene | gene | CXCL12
35462338 | @GENE_CXCR4 | CXCR4 | 1587 | 5 | Gene | gene | CXCR4
35462338 | @GENE_CXCL12 | CXCL12 | 1625 | 6 | Gene | gene | CXCL12
35462338 | @GENE_CXCR4 | CXCR4 | 1632 | 5 | Gene | gene | CXCR4
36077241 | @CHEMICAL_dehydroabietylamine | dehydroabietylamine | 25 | 9 | Chemical | chemical | Leelamine
36077241 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 117 | 13 | Disease | disease | Breast Cancer
36077241 | @GENE_ACKR3 | ACKR3 | 138 | 5 | Gene | gene | CXCR7
36077241 | @GENE_CXCR4 | CXCR4 | 148 | 5 | Gene | gene | CXCR4
36077241 | @GENE_CXCL12 | CXCL12 | 220 | 6 | Gene | gene | CXCL12
36077241 | @DISEASE_Neoplasms | Neoplasms | 244 | 7 | Disease | disease | cancers
36077241 | @GENE_ACKR3 | ACKR3 | 253 | 7 | Gene | gene | CXCR7/4
36077241 | @GENE_CXCL12 | CXCL12 | 261 | 6 | Gene | gene | CXCL12
36077241 | @GENE_SOD2 | SOD2 | 344 | 30 | Gene | gene | manganese superoxide dismutase
36077241 | @GENE_SOD2 | SOD2 | 376 | 5 | Gene | gene | MnSOD
36077241 | @DISEASE_Neoplasms | Neoplasms | 479 | 6 | Disease | disease | cancer
36077241 | @DISEASE_Neoplasms | Neoplasms | 642 | 6 | Disease | disease | cancer
36077241 | @CHEMICAL_dehydroabietylamine | dehydroabietylamine | 680 | 9 | Chemical | chemical | leelamine
36077241 | @CHEMICAL_dehydroabietylamine | dehydroabietylamine | 691 | 3 | Chemical | chemical | LEE
36077241 | @CHEMICAL_dehydroabietylamine | dehydroabietylamine | 784 | 3 | Chemical | chemical | LEE
36077241 | @GENE_ACKR3 | ACKR3 | 795 | 7 | Gene | gene | CXCR7/4
36077241 | @CHEMICAL_dehydroabietylamine | dehydroabietylamine | 857 | 3 | Chemical | chemical | LEE
36077241 | @GENE_ACKR3 | ACKR3 | 886 | 5 | Gene | gene | CXCR7
36077241 | @GENE_CXCR4 | CXCR4 | 896 | 5 | Gene | gene | CXCR4
36077241 | @GENE_CXCL12 | CXCL12 | 1015 | 6 | Gene | gene | CXCL12
36077241 | @CHEMICAL_dehydroabietylamine | dehydroabietylamine | 1043 | 3 | Chemical | chemical | LEE
36077241 | @GENE_SOD2 | SOD2 | 1073 | 5 | Gene | gene | MnSOD
36077241 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1152 | 13 | Disease | disease | breast cancer
36077241 | @CHEMICAL_dehydroabietylamine | dehydroabietylamine | 1293 | 3 | Chemical | chemical | LEE
36077241 | @CHEMICAL_dehydroabietylamine | dehydroabietylamine | 1325 | 3 | Chemical | chemical | LEE
36077241 | @CHEMICAL_Glutathione | Glutathione | 1356 | 3 | Chemical | chemical | GSH
36077241 | @CHEMICAL_Glutathione_Disulfide | Glutathione Disulfide | 1360 | 4 | Chemical | chemical | GSSG
36077241 | @GENE_ACKR3 | ACKR3 | 1459 | 7 | Gene | gene | CXCR7/4
36077241 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1470 | 13 | Disease | disease | breast cancer
36077241 | @DISEASE_Neoplasms | Neoplasms | 1541 | 6 | Disease | disease | cancer
36077241 | @CHEMICAL_dehydroabietylamine | dehydroabietylamine | 1655 | 3 | Chemical | chemical | LEE
36077241 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1703 | 13 | Disease | disease | breast cancer
36609711 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 0 | 23 | Disease | disease | Breast tumor metastasis
36609711 | @GENE_CSF3 | CSF3 | 34 | 10 | Gene | gene | filgrastim
36609711 | @GENE_CXCL12 | CXCL12 | 71 | 5 | Gene | gene | SDF-1
36609711 | @GENE_CXCR4 | Cxcr4 | 77 | 5 | Gene | gene | CXCR4
36609711 | @GENE_CSF3 | CSF3 | 92 | 10 | Gene | gene | Filgrastim
36609711 | @GENE_CSF3 | CSF3 | 126 | 37 | Gene | gene | granulocyte-colony stimulating factor
36609711 | @GENE_CSF3 | CSF3 | 165 | 5 | Gene | gene | G-CSF
36609711 | @DISEASE_Leukopenia | Leukopenia | 225 | 10 | Disease | disease | leukopenia
36609711 | @GENE_CXCL12 | Cxcl12 | 253 | 29 | Gene | gene | stromal cell-derived factor 1
36609711 | @GENE_CXCL12 | Cxcl12 | 284 | 5 | Gene | gene | SDF-1
36609711 | @GENE_CXCR4 | Cxcr4 | 311 | 31 | Gene | gene | C-X-C chemokine receptor type 4
36609711 | @GENE_CXCR4 | Cxcr4 | 344 | 5 | Gene | gene | CXCR4
36609711 | @GENE_CSF3 | CSF3 | 486 | 10 | Gene | gene | filgrastim
36609711 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 530 | 10 | Disease | disease | metastasis
36609711 | @GENE_CXCR4 | Cxcr4 | 612 | 5 | Gene | gene | CXCR4
36609711 | @GENE_CSF3 | CSF3 | 639 | 10 | Gene | gene | filgrastim
36609711 | @GENE_CSF3 | CSF3 | 794 | 10 | Gene | gene | filgrastim
36609711 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 813 | 10 | Disease | disease | metastasis
36609711 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 907 | 12 | Disease | disease | breast tumor
36609711 | @GENE_CSF3 | CSF3 | 1046 | 10 | Gene | gene | Filgrastim
36609711 | @GENE_CXCL12 | Cxcl12 | 1079 | 5 | Gene | gene | SDF-1
36609711 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1186 | 10 | Disease | disease | metastasis
36609711 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1219 | 13 | Disease | disease | breast cancer
36609711 | @GENE_CSF3 | CSF3 | 1268 | 10 | Gene | gene | filgrastim
36609711 | @DISEASE_Neoplasms | Neoplasms | 1354 | 6 | Disease | disease | cancer
36609711 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1400 | 10 | Disease | disease | metastasis
36609711 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1575 | 10 | Disease | disease | metastasis
36609711 | @GENE_CSF3 | CSF3 | 1601 | 10 | Gene | gene | filgrastim
36609711 | @DISEASE_Neoplasms_Basal_Cell | Neoplasms Basal Cell | 1639 | 22 | Disease | disease | cancer cell metastasis
36609711 | @GENE_CSF3 | CSF3 | 1737 | 10 | Gene | gene | Filgrastim
36609711 | @GENE_CXCL12 | CXCL12 | 1760 | 5 | Gene | gene | SDF-1
36609711 | @GENE_CXCR4 | CXCR4 | 1766 | 5 | Gene | gene | CXCR4
36609711 | @DISEASE_Neoplasms | Neoplasms | 1780 | 5 | Disease | disease | tumor
36609711 | @GENE_CXCL12 | Cxcl12 | 1799 | 5 | Gene | gene | SDF-1
36609711 | @GENE_CXCR4 | Cxcr4 | 1822 | 5 | Gene | gene | CXCR4
36609711 | @GENE_CSF3 | CSF3 | 1850 | 10 | Gene | gene | filgrastim
36609711 | @GENE_CXCR4 | CXCR4 | 1866 | 5 | Gene | gene | CXCR4
36609711 | @GENE_AKT1 | Akt1 | 1895 | 3 | Gene | gene | AKT
36609711 | @GENE_NFKB1 | Nfkb1 | 1900 | 9 | Gene | gene | NF-kappaB
36609711 | @GENE_CXCL12 | Cxcl12 | 1948 | 5 | Gene | gene | SDF-1
36609711 | @GENE_CXCR4 | Cxcr4 | 1954 | 5 | Gene | gene | CXCR4
36609711 | @DISEASE_Neoplasms | Neoplasms | 2108 | 5 | Disease | disease | tumor
36609711 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 2119 | 10 | Disease | disease | metastasis
36609711 | @GENE_STAT3 | Stat3 | 2135 | 5 | Gene | gene | STAT3
36609711 | @DISEASE_Inflammation | Inflammation | 2150 | 12 | Disease | disease | inflammation
36609711 | @DISEASE_Carcinogenesis | Carcinogenesis | 2180 | 13 | Disease | disease | tumorigenesis
36609711 | @GENE_AKT1 | Akt1 | 2209 | 3 | Gene | gene | Akt
36609711 | @GENE_STAT3 | Stat3 | 2219 | 5 | Gene | gene | STAT3
36609711 | @GENE_CXCR4 | Cxcr4 | 2230 | 5 | Gene | gene | CXCR4
36609711 | @GENE_CXCR4 | Cxcr4 | 2275 | 5 | Gene | gene | CXCR4
36609711 | @GENE_CXCR4 | Cxcr4 | 2283 | 31 | Gene | gene | C-X-C chemokine receptor type 4
36609711 | @GENE_CXCL12 | Cxcl12 | 2316 | 5 | Gene | gene | SDF-1
36609711 | @GENE_NFKB1 | Nfkb1 | 2391 | 9 | Gene | gene | NF-kappaB
36609711 | @GENE_HSPG2 | Hspg2 | 2537 | 3 | Gene | gene | PLC
36609711 | @GENE_GRK4 | Grk4 | 2584 | 3 | Gene | gene | GRK
36656397 | @GENE_CXCR4 | CXCR4 | 0 | 5 | Gene | gene | CXCR4
36656397 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 43 | 26 | Disease | disease | inflammatory bowel disease
36656397 | @DISEASE_Parkinson_Disease | Parkinson Disease | 74 | 19 | Disease | disease | Parkinson's disease
36656397 | @DISEASE_Parkinson_Disease | Parkinson Disease | 95 | 19 | Disease | disease | Parkinson's disease
36656397 | @DISEASE_Parkinson_Disease | Parkinson Disease | 116 | 2 | Disease | disease | PD
36656397 | @DISEASE_Neurologic_Manifestations | Neurologic Manifestations | 173 | 21 | Disease | disease | neurological disorder
36656397 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 268 | 26 | Disease | disease | inflammatory bowel disease
36656397 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 296 | 3 | Disease | disease | IBD
36656397 | @DISEASE_Parkinson_Disease | Parkinson Disease | 326 | 2 | Disease | disease | PD
36656397 | @DISEASE_Winter_Shortland_Temple_syndrome | Winter Shortland Temple syndrome | 397 | 3 | Disease | disease | gut
36656397 | @DISEASE_Winter_Shortland_Temple_syndrome | Winter Shortland Temple syndrome | 545 | 3 | Disease | disease | gut
36656397 | @GENE_CXCR4 | CXCR4 | 583 | 5 | Gene | gene | CXCR4
36656397 | @GENE_LRRK2 | LRRK2 | 590 | 5 | Gene | gene | LRRK2
36656397 | @GENE_APOE | APOE | 597 | 4 | Gene | gene | APOE
36656397 | @GENE_SNCA | SNCA | 603 | 4 | Gene | gene | SNCA
36656397 | @GENE_IL6 | IL6 | 609 | 3 | Gene | gene | IL6
36656397 | @GENE_HIF1A | HIF1A | 614 | 10 | Gene | gene | HIF-1alpha
36656397 | @GENE_ABCA1 | ABCA1 | 626 | 5 | Gene | gene | ABCA1
36656397 | @CHEMICAL_Cholesterol | Cholesterol | 771 | 11 | Chemical | chemical | cholesterol
36656397 | @GENE_CXCR4 | CXCR4 | 809 | 5 | Gene | gene | CXCR4
36656397 | @CHEMICAL_Flavonoids | Flavonoids | 923 | 9 | Chemical | chemical | flavonoid
36656397 | @DISEASE_Inflammation | Inflammation | 992 | 12 | Disease | disease | inflammation
36656397 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 1006 | 17 | Disease | disease | neurodegeneration
36656397 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1058 | 20 | Disease | disease | cognitive impairment
36656397 | @GENE_CXCR4 | CXCR4 | 1115 | 5 | Gene | gene | CXCR4
36656397 | @CHEMICAL_Flavonoids | Flavonoids | 1211 | 10 | Chemical | chemical | Flavonoids
36656397 | @GENE_CXCR4 | CXCR4 | 1359 | 5 | Gene | gene | CXCR4
36656397 | @CHEMICAL_flavan_3_ol | flavan-3-ol | 1415 | 11 | Chemical | chemical | Flavan-3-ol
36656397 | @CHEMICAL_Flavonoids | Flavonoids | 1439 | 10 | Chemical | chemical | flavonoids
36656397 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 1676 | 3 | Disease | disease | IBD
36656397 | @DISEASE_Parkinson_Disease | Parkinson Disease | 1684 | 2 | Disease | disease | PD
36656397 | @DISEASE_Inflammation | Inflammation | 1707 | 12 | Disease | disease | inflammation
36656397 | @DISEASE_Winter_Shortland_Temple_syndrome | Winter Shortland Temple syndrome | 1723 | 3 | Disease | disease | gut
36656397 | @DISEASE_Brain_Damage_Chronic | Brain Damage Chronic | 1731 | 12 | Disease | disease | brain damage
36707041 | @CHEMICAL_loliolide | loliolide | 22 | 9 | Chemical | chemical | loliolide
36707041 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 91 | 28 | Disease | disease | colorectal and breast cancer
36707041 | @CHEMICAL_loliolide | loliolide | 127 | 9 | Chemical | chemical | Loliolide
36707041 | @CHEMICAL_loliolide | loliolide | 138 | 2 | Chemical | chemical | LL
36707041 | @DISEASE_Parkinson_Disease_Secondary | Parkinson Disease Secondary | 299 | 9 | Disease | disease | Parkinson
36707041 | @GENE_BCHE | BCHE | 329 | 14 | Gene | gene | cholinesterase
36707041 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 441 | 16 | Disease | disease | tumor metastasis
36707041 | @GENE_CXCR4 | CXCR4 | 459 | 5 | Gene | gene | CXCR4
36707041 | @GENE_ACKR3 | ACKR3 | 469 | 5 | Gene | gene | CXCR7
36707041 | @GENE_CXCL12 | CXCL12 | 542 | 6 | Gene | gene | CXCL12
36707041 | @GENE_CXCL12 | CXCL12 | 550 | 6 | Gene | gene | CXCL12
36707041 | @GENE_CXCR4 | CXCR4 | 557 | 5 | Gene | gene | CXCR4
36707041 | @GENE_SOD2 | SOD2 | 656 | 30 | Gene | gene | manganese superoxide dismutase
36707041 | @GENE_SOD2 | SOD2 | 688 | 5 | Gene | gene | MnSOD
36707041 | @CHEMICAL_loliolide | loliolide | 814 | 2 | Chemical | chemical | LL
36707041 | @GENE_CXCR4 | CXCR4 | 834 | 5 | Gene | gene | CXCR4
36707041 | @GENE_ACKR3 | ACKR3 | 844 | 5 | Gene | gene | CXCR7
36707041 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 869 | 12 | Disease | disease | colon cancer
36707041 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 886 | 13 | Disease | disease | breast cancer
36707041 | @CHEMICAL_loliolide | loliolide | 921 | 2 | Chemical | chemical | LL
36707041 | @GENE_CXCR4 | CXCR4 | 945 | 5 | Gene | gene | CXCR4
36707041 | @GENE_ACKR3 | ACKR3 | 955 | 5 | Gene | gene | CXCR7
36707041 | @GENE_CXCL12 | CXCL12 | 1041 | 6 | Gene | gene | CXCL12
36707041 | @CHEMICAL_loliolide | loliolide | 1049 | 2 | Chemical | chemical | LL
36707041 | @GENE_SOD2 | SOD2 | 1077 | 5 | Gene | gene | MnSOD
36707041 | @CHEMICAL_loliolide | loliolide | 1157 | 2 | Chemical | chemical | LL
36707041 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1219 | 10 | Disease | disease | metastasis
36707041 | @CHEMICAL_loliolide | loliolide | 1245 | 2 | Chemical | chemical | LL
36707041 | @GENE_CXCR4 | CXCR4 | 1258 | 7 | Gene | gene | CXCR4/7
36707041 | @GENE_CXCL12 | CXCL12 | 1308 | 6 | Gene | gene | CXCL12
36707041 | @GENE_SOD2 | SOD2 | 1319 | 5 | Gene | gene | MnSOD
36707041 | @GENE_CXCR4 | CXCR4 | 1403 | 7 | Gene | gene | CXCR4/7
36707041 | @GENE_SOD2 | SOD2 | 1415 | 5 | Gene | gene | MnSOD
36707041 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1464 | 13 | Disease | disease | metastasis of
36707041 | @DISEASE_Neoplasms | Neoplasms | 1478 | 6 | Disease | disease | cancer
36707041 | @CHEMICAL_loliolide | loliolide | 1573 | 2 | Chemical | chemical | LL
36707041 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1632 | 23 | Disease | disease | colon and breast cancer
36780103 | @DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell | Leukemia Lymphocytic Chronic B-Cell | 43 | 3 | Disease | disease | CML
36780103 | @GENE_TXK | TXK | 147 | 15 | Gene | gene | Tyrosine kinase
36780103 | @DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell | Leukemia Lymphocytic Chronic B-Cell | 222 | 25 | Disease | disease | chronic myeloid leukaemia
36780103 | @DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell | Leukemia Lymphocytic Chronic B-Cell | 249 | 3 | Disease | disease | CML
36780103 | @DISEASE_Leukemia_T_Cell | Leukemia T-Cell | 328 | 9 | Disease | disease | leukaemia
36780103 | @DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell | Leukemia Lymphocytic Chronic B-Cell | 640 | 3 | Disease | disease | CML
36780103 | @GENE_CXCL12 | CXCL12 | 919 | 6 | Gene | gene | CXCL12
36780103 | @GENE_CXCR4 | CXCR4 | 926 | 5 | Gene | gene | CXCR4
36780103 | @DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell | Leukemia Lymphocytic Chronic B-Cell | 974 | 3 | Disease | disease | CML
36780103 | @GENE_CXCL12 | CXCL12 | 1083 | 6 | Gene | gene | CXCL12
36780103 | @GENE_DPP4 | DPP4 | 1115 | 4 | Gene | gene | CD26
36780103 | @DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell | Leukemia Lymphocytic Chronic B-Cell | 1148 | 3 | Disease | disease | CML
36780103 | @GENE_CD44 | CD44 | 1238 | 4 | Gene | gene | CD44
36780103 | @DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell | Leukemia Lymphocytic Chronic B-Cell | 1678 | 3 | Disease | disease | CML
36780103 | @DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell | Leukemia Lymphocytic Chronic B-Cell | 1918 | 3 | Disease | disease | CML
