35408447 | @GENE_AGTR1 | AGTR1 | 32 | 4 | Gene | gene | AT1R
18796705 | @GENE_CD69 | Cd69 | 1180 | 4 | Gene | gene | CD69
18796705 | @DISEASE_Infections | Infections | 1227 | 9 | Disease | disease | infection
18796705 | @DISEASE_Infections | Infections | 1332 | 9 | Disease | disease | infection
19166935 | @GENE_CD4 | CD4 | 29 | 3 | Gene | gene | CD4
19166935 | @GENE_HLA_C | HLA-C | 200 | 3 | Gene | gene | MHC
19166935 | @GENE_CD4 | CD4 | 304 | 3 | Gene | gene | CD4
19166935 | @GENE_HLA_DRB4 | HLA-DRB4 | 670 | 3 | Gene | gene | DR4
19166935 | @GENE_HLA_DRB4 | HLA-DRB4 | 692 | 3 | Gene | gene | DR4
19166935 | @GENE_CD4 | CD4 | 753 | 3 | Gene | gene | CD4
19166935 | @GENE_NELFCD | Nelfcd | 1183 | 3 | Gene | gene | TH1
19166935 | @GENE_CD4 | CD4 | 1691 | 3 | Gene | gene | CD4
19449311 | @GENE_LAT | LAT | 19 | 3 | Gene | gene | LAT
19449311 | @GENE_CD8A | CD8A | 27 | 3 | Gene | gene | CD8
19449311 | @GENE_CD8A | CD8A | 38 | 3 | Gene | gene | CD8
19449311 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 84 | 3 | Gene | gene | TCR
19449311 | @GENE_CD177 | CD177 | 408 | 21 | Gene | gene | cell-surface receptor
19449311 | @GENE_CD8A | CD8A | 545 | 3 | Gene | gene | CD8
19449311 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 567 | 3 | Gene | gene | TCR
19449311 | @GENE_CD8A | CD8A | 735 | 3 | Gene | gene | CD8
19449311 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 794 | 3 | Gene | gene | TCR
19449311 | @GENE_LAT | LAT | 863 | 32 | Gene | gene | linker for activation of T cells
19449311 | @GENE_LAT | LAT | 897 | 3 | Gene | gene | LAT
19449311 | @GENE_CD8A | CD8A | 929 | 3 | Gene | gene | CD8
19449311 | @GENE_CD8A | CD8A | 1025 | 3 | Gene | gene | CD8
19449311 | @GENE_LAT | LAT | 1034 | 3 | Gene | gene | LAT
19449311 | @GENE_LAT | LAT | 1057 | 3 | Gene | gene | LAT
19449311 | @GENE_LAT | LAT | 1098 | 3 | Gene | gene | LAT
19449311 | @GENE_LAT | LAT | 1150 | 3 | Gene | gene | LAT
19449311 | @GENE_CD8A | CD8A | 1193 | 3 | Gene | gene | CD8
19449311 | @GENE_CD8A | CD8A | 1244 | 3 | Gene | gene | CD8
19449311 | @GENE_LAT | LAT | 1252 | 3 | Gene | gene | LAT
19449311 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1280 | 3 | Gene | gene | TCR
19449311 | @GENE_CD8A | CD8A | 1378 | 3 | Gene | gene | CD8
23793512 | @GENE_CD4 | CD4 | 27 | 3 | Gene | gene | CD4
23793512 | @GENE_CD8A | CD8A | 35 | 3 | Gene | gene | CD8
23793512 | @GENE_CD4 | CD4 | 206 | 3 | Gene | gene | CD4
23793512 | @GENE_CD8A | CD8A | 214 | 3 | Gene | gene | CD8
23793512 | @GENE_CD4 | CD4 | 357 | 3 | Gene | gene | CD4
23793512 | @GENE_CD8A | CD8A | 361 | 3 | Gene | gene | CD8
23793512 | @GENE_CD4 | CD4 | 562 | 3 | Gene | gene | Cd4
23793512 | @GENE_CD8A | CD8A | 567 | 4 | Gene | gene | Cd8a
23793512 | @GENE_CD8B | CD8B | 576 | 5 | Gene | gene | Cd8b1
23793512 | @GENE_CD8B | CD8B | 583 | 3 | Gene | gene | Cd8
23793512 | @GENE_CD4 | CD4 | 859 | 3 | Gene | gene | CD4
23793512 | @GENE_CD8A | CD8A | 867 | 3 | Gene | gene | CD8
23793512 | @GENE_CD4 | CD4 | 955 | 3 | Gene | gene | CD4
23793512 | @GENE_CD8A | CD8A | 959 | 3 | Gene | gene | CD8
23793512 | @GENE_CD4 | CD4 | 1083 | 3 | Gene | gene | CD4
23793512 | @GENE_CD8A | CD8A | 1087 | 3 | Gene | gene | CD8
23793512 | @GENE_CD4 | CD4 | 1209 | 3 | Gene | gene | CD4
23793512 | @GENE_CD8A | CD8A | 1213 | 3 | Gene | gene | CD8
23793512 | @GENE_CD4 | CD4 | 1489 | 3 | Gene | gene | CD4
23793512 | @GENE_CD8A | CD8A | 1493 | 3 | Gene | gene | CD8
24681565 | @GENE_CD4 | CD4 | 0 | 3 | Gene | gene | CD4
24681565 | @GENE_HDAC1 | HDAC1 | 74 | 5 | Gene | gene | HDAC1
24681565 | @GENE_HDAC2 | HDAC2 | 84 | 5 | Gene | gene | HDAC2
24681565 | @GENE_HDAC1 | HDAC1 | 196 | 28 | Gene | gene | histone deacetylases 1 and 2
24681565 | @GENE_HDAC1 | HDAC1 | 226 | 5 | Gene | gene | HDAC1
24681565 | @GENE_HDAC2 | HDAC2 | 236 | 5 | Gene | gene | HDAC2
24681565 | @GENE_HDAC1 | HDAC1 | 290 | 5 | Gene | gene | HDAC1
24681565 | @GENE_HDAC2 | HDAC2 | 300 | 5 | Gene | gene | HDAC2
24681565 | @GENE_CD4 | CD4 | 419 | 3 | Gene | gene | CD4
24681565 | @GENE_CD8A | CD8A | 456 | 3 | Gene | gene | CD8
24681565 | @GENE_CD8A | CD8A | 482 | 4 | Gene | gene | Cd8a
24681565 | @GENE_CD8B | CD8B | 491 | 5 | Gene | gene | Cd8b1
24681565 | @GENE_HDAC1 | HDAC1 | 498 | 5 | Gene | gene | HDAC1
24681565 | @GENE_HDAC2 | HDAC2 | 508 | 5 | Gene | gene | HDAC2
24681565 | @GENE_CD8A | CD8A | 580 | 3 | Gene | gene | CD8
24681565 | @GENE_CD8A | CD8A | 613 | 3 | Gene | gene | CD8
24681565 | @GENE_CBFB | CBFB | 674 | 7 | Gene | gene | CBFbeta
24681565 | @GENE_CD8A | CD8A | 737 | 3 | Gene | gene | CD8
24681565 | @GENE_HDAC1 | HDAC1 | 769 | 5 | Gene | gene | HDAC1
24681565 | @GENE_HDAC2 | HDAC2 | 779 | 5 | Gene | gene | HDAC2
24681565 | @GENE_HDAC1 | HDAC1 | 817 | 5 | Gene | gene | HDAC1
24681565 | @GENE_HDAC2 | HDAC2 | 827 | 5 | Gene | gene | HDAC2
24681565 | @GENE_CD4 | CD4 | 859 | 3 | Gene | gene | CD4
24681565 | @GENE_CBFB | CBFB | 890 | 7 | Gene | gene | CBFbeta
24681565 | @GENE_CD8A | CD8A | 932 | 3 | Gene | gene | CD8
24681565 | @GENE_CD4 | CD4 | 971 | 3 | Gene | gene | CD4
26429413 | @DISEASE_Inflammation | Inflammation | 19 | 12 | Disease | disease | inflammatory
26429413 | @DISEASE_Vipoma | Vipoma | 533 | 15 | Disease | disease | watery diarrhea
26429413 | @CHEMICAL_moxidectin | moxidectin | 696 | 10 | Chemical | chemical | moxidectin
26429413 | @CHEMICAL_Fenbendazole | Fenbendazole | 733 | 12 | Chemical | chemical | fenbendazole
26429413 | @DISEASE_Inflammation | Inflammation | 780 | 12 | Disease | disease | inflammatory
26429413 | @DISEASE_Inflammation | Inflammation | 940 | 12 | Disease | disease | inflammatory
26429413 | @DISEASE_Inflammation | Inflammation | 1149 | 12 | Disease | disease | inflammatory
26429413 | @DISEASE_Infections | Infections | 1311 | 23 | Disease | disease | cyathostomin infections
26429413 | @CHEMICAL_Fenbendazole | Fenbendazole | 1470 | 12 | Chemical | chemical | fenbendazole
26429413 | @CHEMICAL_moxidectin | moxidectin | 1527 | 10 | Chemical | chemical | moxidectin
26429413 | @CHEMICAL_Iron | Iron | 1843 | 4 | Chemical | chemical | iron
26429413 | @GENE_IFNG | IFNG | 1901 | 16 | Gene | gene | interferon gamma
26429413 | @GENE_TNF | TNF | 1919 | 27 | Gene | gene | tumor necrosis factor alpha
26429413 | @GENE_IL1B | IL1B | 1991 | 35 | Gene | gene | interleukins 1beta, 4, 5, 6, and 10
26429413 | @GENE_FOXP3 | FOXP3 | 2065 | 5 | Gene | gene | FoxP3
26429413 | @GENE_GATA3 | GATA3 | 2072 | 5 | Gene | gene | GATA3
26429413 | @GENE_CD163 | CD163 | 2112 | 5 | Gene | gene | CD163
26429413 | @GENE_CD4 | CD4 | 2125 | 3 | Gene | gene | CD4
26429413 | @GENE_CD40 | CD40 | 2130 | 4 | Gene | gene | CD40
26429413 | @GENE_CD8B | CD8B | 2140 | 4 | Gene | gene | CD8b
26429413 | @DISEASE_Inflammation | Inflammation | 2173 | 12 | Disease | disease | inflammatory
26429413 | @CHEMICAL_moxidectin | moxidectin | 2286 | 10 | Chemical | chemical | moxidectin
26429413 | @CHEMICAL_Fenbendazole | Fenbendazole | 2355 | 12 | Chemical | chemical | fenbendazole
26429413 | @GENE_IL5 | IL5 | 2429 | 4 | Gene | gene | IL-5
26429413 | @DISEASE_Inflammation | Inflammation | 2554 | 12 | Disease | disease | inflammatory
26429413 | @CHEMICAL_moxidectin | moxidectin | 2579 | 10 | Chemical | chemical | moxidectin
26568826 | @CHEMICAL_Water | Water | 750 | 5 | Chemical | chemical | water
26568826 | @CHEMICAL_Triiodothyronine | Triiodothyronine | 1135 | 16 | Chemical | chemical | triiodothyronine
26568826 | @CHEMICAL_Triiodothyronine | Triiodothyronine | 1153 | 2 | Chemical | chemical | T3
26568826 | @CHEMICAL_urea_nitrate | urea nitrate | 1399 | 13 | Chemical | chemical | urea nitrogen
28476672 | @DISEASE_Virus_Diseases | Virus Diseases | 277 | 15 | Disease | disease | viral infection
28476672 | @CHEMICAL_Prostaglandins | Prostaglandins | 1118 | 14 | Chemical | chemical | prostaglandins
28476672 | @GENE_COX2 | COX2 | 1134 | 5 | Gene | gene | cox-2
28476672 | @DISEASE_Inflammation | Inflammation | 1378 | 12 | Disease | disease | inflammation
28701395 | @GENE_GAG | gag | 36 | 3 | Gene | gene | Gag
28701395 | @GENE_GAG | gag | 430 | 3 | Gene | gene | Gag
28701395 | @GENE_GAG | gag | 561 | 3 | Gene | gene | Gag
28701395 | @GENE_GAG | gag | 797 | 3 | Gene | gene | Gag
28701395 | @GENE_IFNG | IFNG | 979 | 9 | Gene | gene | IFN-gamma
28701395 | @GENE_GAG | gag | 991 | 3 | Gene | gene | Gag
28701395 | @GENE_CD4 | CD4 | 1039 | 3 | Gene | gene | CD4
28701395 | @GENE_CD8A | CD8A | 1075 | 3 | Gene | gene | CD8
28701395 | @GENE_IL2 | IL2 | 1106 | 13 | Gene | gene | interleukin-2
28701395 | @GENE_IL2 | IL2 | 1121 | 4 | Gene | gene | IL-2
28701395 | @GENE_TNF | TNF | 1142 | 27 | Gene | gene | tumor necrosis factor alpha
28701395 | @GENE_TNF | TNF | 1171 | 9 | Gene | gene | TNF-alpha
28701395 | @GENE_GAG | gag | 1547 | 3 | Gene | gene | Gag
28701395 | @GENE_GAG | gag | 1682 | 3 | Gene | gene | Gag
28701395 | @GENE_GAG | gag | 1843 | 3 | Gene | gene | Gag
28701395 | @GENE_CD4 | CD4 | 1909 | 3 | Gene | gene | CD4
32582181 | @DISEASE_Infections | Infections | 126 | 39 | Disease | disease | Tetracapsuloides bryosalmonae Infection
32582181 | @DISEASE_Kidney_Diseases | Kidney Diseases | 167 | 28 | Disease | disease | Proliferative kidney disease
32582181 | @DISEASE_Kidney_Diseases | Kidney Diseases | 197 | 3 | Disease | disease | PKD
32582181 | @DISEASE_Communicable_Diseases | Communicable Diseases | 291 | 19 | Disease | disease | infectious diseases
32582181 | @DISEASE_Kidney_Diseases | Kidney Diseases | 395 | 3 | Disease | disease | PKD
32582181 | @DISEASE_Infections | Infections | 684 | 9 | Disease | disease | infection
32582181 | @DISEASE_Soft_Tissue_Injuries | Soft Tissue Injuries | 859 | 13 | Disease | disease | tissue damage
32582181 | @DISEASE_Kidney_Diseases | Kidney Diseases | 987 | 3 | Disease | disease | PKD
32582181 | @DISEASE_Kidney_Diseases | Kidney Diseases | 1352 | 19 | Disease | disease | kidney inflammation
32582181 | @GENE_LOC100136285 | LOC100136285 | 1800 | 3 | Gene | gene | cd4
32582181 | @GENE_LOC100136222 | LOC100136222 | 1815 | 7 | Gene | gene | cd8beta
32582181 | @GENE_PAX_5 | pax-5 | 1988 | 5 | Gene | gene | pax-5
32582181 | @DISEASE_Kidney_Diseases | Kidney Diseases | 2097 | 3 | Disease | disease | PKD
32758800 | @DISEASE_Inflammation | Inflammation | 88 | 12 | Disease | disease | inflammatory
32758800 | @GENE_CD3E | CD3E | 112 | 3 | Gene | gene | CD3
32758800 | @GENE_CD4 | CD4 | 149 | 3 | Gene | gene | CD4
32758800 | @GENE_CD8A | CD8A | 153 | 8 | Gene | gene | CD8alpha
32758800 | @GENE_CD8B | CD8B | 179 | 7 | Gene | gene | CD8beta
32758800 | @GENE_TNF | TNF | 228 | 9 | Gene | gene | TNF-alpha
32758800 | @GENE_IFNG | IFNG | 242 | 9 | Gene | gene | IFN-gamma
32758800 | @GENE_IFNG | IFNG | 1003 | 16 | Gene | gene | interferon-gamma
32758800 | @GENE_IFNG | IFNG | 1021 | 9 | Gene | gene | IFN-gamma
32758800 | @GENE_IFNG | IFNG | 1080 | 9 | Gene | gene | IFN-gamma
32758800 | @DISEASE_Inflammation | Inflammation | 1166 | 12 | Disease | disease | inflammatory
32758800 | @GENE_ERROR_OCCURRED:_CANNOT_GET_DOCUMENT_SUMMARY | Error occurred: cannot get document summary | 1190 | 4 | Gene | gene | CD14
32758800 | @GENE_CD3E | CD3E | 1229 | 3 | Gene | gene | CD3
32758800 | @GENE_CD8A | CD8A | 1281 | 8 | Gene | gene | CD8alpha
32758800 | @GENE_CD8B | CD8B | 1294 | 7 | Gene | gene | CD8beta
32758800 | @GENE_CD4 | CD4 | 1326 | 3 | Gene | gene | CD4
32758800 | @GENE_CD4 | CD4 | 1399 | 3 | Gene | gene | CD4
32758800 | @GENE_CD8A | CD8A | 1403 | 8 | Gene | gene | CD8alpha
32758800 | @GENE_CD4 | CD4 | 1430 | 3 | Gene | gene | CD4
32758800 | @GENE_CD8A | CD8A | 1434 | 8 | Gene | gene | CD8alpha
32758800 | @GENE_CD8B | CD8B | 1447 | 7 | Gene | gene | CD8beta
32758800 | @GENE_CD8A | CD8A | 1514 | 8 | Gene | gene | CD8alpha
32758800 | @GENE_CD4 | CD4 | 1546 | 3 | Gene | gene | CD4
32758800 | @GENE_CD8A | CD8A | 1550 | 8 | Gene | gene | CD8alpha
32758800 | @GENE_CD8B | CD8B | 1564 | 7 | Gene | gene | CD8beta
32758800 | @GENE_TNF | TNF | 1615 | 27 | Gene | gene | tumor necrosis factor alpha
32758800 | @GENE_TNF | TNF | 1644 | 9 | Gene | gene | TNF-alpha
32758800 | @GENE_IFNG | IFNG | 1659 | 9 | Gene | gene | IFN-gamma
32758800 | @GENE_IFNG | IFNG | 1772 | 9 | Gene | gene | IFN-gamma
32793912 | @DISEASE_COVID_19 | COVID-19 | 0 | 20 | Disease | disease | SARS-CoV-2 infection
32793912 | @DISEASE_COVID_19 | COVID-19 | 130 | 22 | Disease | disease | Coronavirus disease-19
32793912 | @DISEASE_COVID_19 | COVID-19 | 154 | 8 | Disease | disease | COVID-19
32793912 | @DISEASE_Infections | Infections | 1065 | 9 | Disease | disease | infection
32793912 | @GENE_IFNA | Ifna | 1163 | 8 | Gene | gene | IFNalpha
32793912 | @GENE_CXCL10 | Cxcl10 | 1173 | 6 | Gene | gene | Cxcl10
32793912 | @GENE_OAS2 | Oas2 | 1181 | 4 | Gene | gene | Oas2
32793912 | @GENE_TBK1 | Tbk1 | 1187 | 4 | Gene | gene | Tbk1
32793912 | @GENE_PYCARD | Pycard | 1196 | 6 | Gene | gene | Pycard
32793912 | @GENE_CD4 | Cd4 | 1213 | 3 | Gene | gene | CD4
32793912 | @GENE_CD8B1 | Cd8b1 | 1221 | 7 | Gene | gene | CD8beta
32793912 | @GENE_TBX21 | Tbx21 | 1274 | 5 | Gene | gene | Tbx21
32793912 | @GENE_IFNG | Ifng | 1281 | 8 | Gene | gene | IFNgamma
32793912 | @GENE_IL21 | Il21 | 1294 | 5 | Gene | gene | IL-21
32793912 | @DISEASE_Hypersensitivity_Immediate | Hypersensitivity Immediate | 1325 | 19 | Disease | disease | type I inflammatory
32793912 | @DISEASE_COVID_19 | COVID-19 | 2104 | 8 | Disease | disease | COVID-19
33324408 | @GENE_PTPRC | PTPRC | 0 | 6 | Gene | gene | CD45RA
33324408 | @GENE_CD8B | CD8B | 8 | 7 | Gene | gene | CD8beta
33324408 | @GENE_IFNG | IFNG | 21 | 8 | Gene | gene | IFNgamma
33324408 | @DISEASE_Conversion_Disorder | Conversion Disorder | 81 | 8 | Disease | disease | Function
33324408 | @GENE_HLA_A | HLA-A | 328 | 3 | Gene | gene | HLA
33324408 | @DISEASE_Cognition_Disorders | Cognition Disorders | 508 | 20 | Disease | disease | cognitively impaired
33324408 | @GENE_CD8A | CD8A | 583 | 3 | Gene | gene | CD8
33324408 | @GENE_CD8A | CD8A | 704 | 3 | Gene | gene | CD8
33324408 | @GENE_CD8B | CD8B | 747 | 7 | Gene | gene | CD8beta
33324408 | @GENE_IFNG | IFNG | 802 | 8 | Gene | gene | IFNgamma
33324408 | @GENE_CD4 | CD4 | 833 | 3 | Gene | gene | CD4
33324408 | @GENE_CD8A | CD8A | 863 | 3 | Gene | gene | CD8
33324408 | @DISEASE_Cognition_Disorders | Cognition Disorders | 922 | 18 | Disease | disease | impaired cognition
33324408 | @DISEASE_Cytomegalovirus_Infections | Cytomegalovirus Infections | 1021 | 3 | Disease | disease | CMV
33324408 | @GENE_TNFRSF25 | TNFRSF25 | 1231 | 3 | Gene | gene | DR3
33324408 | @GENE_TOR1A | TOR1A | 1236 | 3 | Gene | gene | DQ2
33324408 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1247 | 20 | Disease | disease | cognitively impaired
33324408 | @GENE_PTPRC | PTPRC | 1367 | 6 | Gene | gene | CD45RA
33324408 | @GENE_CD8B | CD8B | 1378 | 7 | Gene | gene | CD8beta
33324408 | @GENE_CD8A | CD8A | 1405 | 3 | Gene | gene | CD8
33324408 | @GENE_IFNG | IFNG | 1441 | 8 | Gene | gene | IFNgamma
33324408 | @GENE_CD4 | CD4 | 1481 | 3 | Gene | gene | CD4
33324408 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1500 | 27 | Disease | disease | impaired cognitive function
33359361 | @DISEASE_Inflammation | Inflammation | 111 | 12 | Disease | disease | inflammatory
33359361 | @DISEASE_Inflammation | Inflammation | 438 | 12 | Disease | disease | inflammatory
33359361 | @DISEASE_Inflammation | Inflammation | 799 | 12 | Disease | disease | inflammatory
33359361 | @GENE_IL8 | il8 | 833 | 4 | Gene | gene | IL-8
33359361 | @GENE_LOC106603888 | LOC106603888 | 839 | 9 | Gene | gene | IL-12beta
33359361 | @GENE_LOC100169855 | LOC100169855 | 925 | 3 | Gene | gene | CD4
33359361 | @GENE_LOC100136451 | LOC100136451 | 930 | 7 | Gene | gene | CD8beta
33359361 | @GENE_TBX21 | tbx21 | 980 | 5 | Gene | gene | T-bet
33359361 | @GENE_EOMES | eomes | 987 | 5 | Gene | gene | Eomes
33359361 | @GENE_GATA3 | gata3 | 994 | 5 | Gene | gene | GATA3
34010360 | @DISEASE_COVID_19 | COVID-19 | 0 | 20 | Disease | disease | SARS-CoV-2 infection
34010360 | @DISEASE_COVID_19 | COVID-19 | 123 | 22 | Disease | disease | Coronavirus disease-19
34010360 | @DISEASE_COVID_19 | COVID-19 | 147 | 8 | Disease | disease | COVID-19
34010360 | @DISEASE_Infections | Infections | 1022 | 9 | Disease | disease | infection
34010360 | @GENE_IFNA | Ifna | 1122 | 8 | Gene | gene | IFNalpha
34010360 | @GENE_IFNB1 | Ifnb1 | 1132 | 7 | Gene | gene | IFNbeta
34010360 | @GENE_CXCL10 | Cxcl10 | 1141 | 6 | Gene | gene | Cxcl10
34010360 | @GENE_OAS2 | Oas2 | 1149 | 4 | Gene | gene | Oas2
34010360 | @GENE_TBK1 | Tbk1 | 1155 | 4 | Gene | gene | Tbk1
34010360 | @GENE_PYCARD | Pycard | 1164 | 6 | Gene | gene | Pycard
34010360 | @GENE_CD4 | Cd4 | 1181 | 3 | Gene | gene | CD4
34010360 | @GENE_CD8B1 | Cd8b1 | 1189 | 7 | Gene | gene | CD8beta
34010360 | @GENE_TBX21 | Tbx21 | 1242 | 5 | Gene | gene | Tbx21
34010360 | @GENE_IFNG | Ifng | 1249 | 8 | Gene | gene | IFNgamma
34010360 | @GENE_IL21 | Il21 | 1262 | 5 | Gene | gene | IL-21
34010360 | @DISEASE_Hypersensitivity_Immediate | Hypersensitivity Immediate | 1293 | 19 | Disease | disease | type I inflammatory
34010360 | @DISEASE_Respiratory_Tract_Diseases | Respiratory Tract Diseases | 2025 | 19 | Disease | disease | respiratory disease
34612113 | @DISEASE_Infections | Infections | 225 | 9 | Disease | disease | infection
34612113 | @GENE_CD4 | CD4 | 303 | 3 | Gene | gene | CD4
34612113 | @GENE_CD8A | CD8A | 309 | 8 | Gene | gene | CD8alpha
34612113 | @GENE_CD8BP | CD8BP | 320 | 7 | Gene | gene | CD8beta
34612113 | @GENE_MMR1L4 | MMR1L4 | 350 | 6 | Gene | gene | MRC1LB
34612113 | @DISEASE_Recombinant_chromosome_8_syndrome | Recombinant chromosome 8 syndrome | 477 | 11 | Disease | disease | recombinant
34612113 | @GENE_CD4 | CD4 | 742 | 3 | Gene | gene | CD4
34612113 | @GENE_CD8A | CD8A | 748 | 8 | Gene | gene | CD8alpha
34612113 | @GENE_CD8BP | CD8BP | 759 | 7 | Gene | gene | CD8beta
34612113 | @GENE_MMR1L4 | MMR1L4 | 789 | 6 | Gene | gene | MRC1LB
34612113 | @GENE_CD4 | CD4 | 998 | 3 | Gene | gene | CD4
34612113 | @GENE_CD8A | CD8A | 1004 | 8 | Gene | gene | CD8alpha
34612113 | @GENE_CD8BP | CD8BP | 1019 | 7 | Gene | gene | CD8beta
34612113 | @GENE_CD4 | CD4 | 1249 | 3 | Gene | gene | CD4
34612113 | @GENE_CD8A | CD8A | 1255 | 8 | Gene | gene | CD8alpha
34612113 | @GENE_CD8BP | CD8BP | 1266 | 7 | Gene | gene | CD8beta
34612113 | @GENE_CD4 | CD4 | 1531 | 3 | Gene | gene | CD4
34612113 | @GENE_MMR1L4 | MMR1L4 | 1557 | 6 | Gene | gene | MRC1LB
34612113 | @DISEASE_Infections | Infections | 1859 | 9 | Disease | disease | infection
35038635 | @DISEASE_Thymus_Neoplasms | Thymus Neoplasms | 111 | 20 | Disease | disease | thymic abnormalities
35038635 | @DISEASE_Thymus_Neoplasms | Thymus Neoplasms | 459 | 17 | Disease | disease | thymic involution
35038635 | @GENE_CD4 | CD4 | 859 | 3 | Gene | gene | CD4
35038635 | @GENE_CD8B | CD8B | 864 | 4 | Gene | gene | CD8B
35038635 | @GENE_CD4 | CD4 | 946 | 3 | Gene | gene | CD4
35038635 | @GENE_CD8B | CD8B | 954 | 4 | Gene | gene | CD8B
35038635 | @GENE_IL7 | IL7 | 1193 | 3 | Gene | gene | IL7
35038635 | @GENE_CD80 | CD80 | 1198 | 4 | Gene | gene | CD80
35038635 | @GENE_FEZF2 | FEZF2 | 1204 | 5 | Gene | gene | FEZF2
35038635 | @GENE_FOXN1 | FOXN1 | 1215 | 5 | Gene | gene | FOXN1
35038635 | @DISEASE_Thymus_Neoplasms | Thymus Neoplasms | 1662 | 33 | Disease | disease | thymic histological abnormalities
35334297 | @CHEMICAL_edoxudin | edoxudin | 1614 | 3 | Chemical | chemical | EdU
35464421 | @DISEASE_Infections | Infections | 117 | 9 | Disease | disease | Infection
35464421 | @DISEASE_Inflammation | Inflammation | 260 | 38 | Disease | disease | Heart and Skeletal Muscle Inflammation
35464421 | @DISEASE_Inflammation | Inflammation | 300 | 4 | Disease | disease | HSMI
35464421 | @DISEASE_Infections | Infections | 528 | 9 | Disease | disease | infection
35464421 | @DISEASE_Infections | Infections | 759 | 9 | Disease | disease | infection
35464421 | @GENE_DDX58 | ddx58 | 848 | 5 | Gene | gene | rig-i
35464421 | @GENE_EIF2AK2 | eif2ak2 | 863 | 3 | Gene | gene | pkr
35464421 | @GENE_LOC106582048 | LOC106582048 | 920 | 3 | Gene | gene | cd2
35464421 | @GENE_IL18 | il18 | 960 | 5 | Gene | gene | il-18
35464421 | @GENE_CD8A | cd8a | 1138 | 4 | Gene | gene | cd8a
35464421 | @GENE_LOC100136451 | LOC100136451 | 1144 | 4 | Gene | gene | cd8b
35464421 | @GENE_GRAA | graa | 1154 | 10 | Gene | gene | granzyme-A
35464421 | @GENE_LOC106588401 | LOC106588401 | 1368 | 11 | Gene | gene | MHC class I
35464421 | @DISEASE_Infections | Infections | 1587 | 9 | Disease | disease | infection
35464421 | @DISEASE_Virus_Diseases | Virus Diseases | 1721 | 15 | Disease | disease | viral infection
35953767 | @GENE_CD4 | CD4 | 1020 | 3 | Gene | gene | CD4
35953767 | @GENE_CD4 | CD4 | 1036 | 3 | Gene | gene | CD4
35953767 | @GENE_CD8B | CD8B | 2045 | 4 | Gene | gene | CD8B
35953767 | @GENE_NDRG1 | NDRG1 | 2051 | 5 | Gene | gene | NDRG1
36015032 | @DISEASE_Retroviridae_Infections | Retroviridae Infections | 407 | 6 | Disease | disease | KoRV-B
36015032 | @DISEASE_Retroviridae_Infections | Retroviridae Infections | 421 | 6 | Disease | disease | KoRV-K
36015032 | @DISEASE_Infections | Infections | 908 | 9 | Disease | disease | infection
36015032 | @DISEASE_Infections | Infections | 1659 | 9 | Disease | disease | infection
36169564 | @DISEASE_Neoplasms | Neoplasms | 14 | 5 | Disease | disease | Tumor
36169564 | @DISEASE_Disease | Disease | 56 | 24 | Disease | disease | Hyperprogressive Disease
36169564 | @GENE_PDCD1 | PDCD1 | 87 | 4 | Gene | gene | PD-1
36169564 | @GENE_PDCD1 | PDCD1 | 110 | 23 | Gene | gene | Programmed cell death 1
36169564 | @GENE_PDCD1 | PDCD1 | 135 | 4 | Gene | gene | PD-1
36169564 | @DISEASE_Neoplasms | Neoplasms | 213 | 6 | Disease | disease | cancer
36169564 | @GENE_PDCD1 | PDCD1 | 262 | 4 | Gene | gene | PD-1
36169564 | @DISEASE_Neoplasms | Neoplasms | 301 | 5 | Disease | disease | tumor
36169564 | @DISEASE_Disease | Disease | 341 | 24 | Disease | disease | hyperprogressive disease
36169564 | @DISEASE_Neoplasms | Neoplasms | 580 | 5 | Disease | disease | tumor
36169564 | @GENE_CD8A | CD8A | 717 | 3 | Gene | gene | CD8
36169564 | @GENE_CD8B | CD8B | 760 | 7 | Gene | gene | CD8beta
36169564 | @DISEASE_Neoplasms | Neoplasms | 862 | 5 | Disease | disease | tumor
36169564 | @GENE_PDCD1 | PDCD1 | 876 | 4 | Gene | gene | PD-1
36169564 | @DISEASE_Neoplasms | Neoplasms | 919 | 5 | Disease | disease | tumor
36169564 | @GENE_CD3E | CD3E | 961 | 10 | Gene | gene | CD3epsilon
36169564 | @GENE_CD8A | CD8A | 972 | 8 | Gene | gene | CD8alpha
36169564 | @GENE_CD3E | CD3E | 982 | 10 | Gene | gene | CD3epsilon
36169564 | @GENE_CD4 | CD4 | 993 | 3 | Gene | gene | CD4
36169564 | @GENE_FOXP3 | FOXP3 | 997 | 5 | Gene | gene | FoxP3
36169564 | @GENE_PDCD1 | PDCD1 | 1030 | 4 | Gene | gene | PD-1
36169564 | @DISEASE_Neoplasms | Neoplasms | 1108 | 5 | Disease | disease | tumor
36169564 | @GENE_CD8B | CD8B | 1130 | 7 | Gene | gene | CD8beta
36169564 | @GENE_PDCD1 | PDCD1 | 1165 | 4 | Gene | gene | PD-1
