1788521 | @CHEMICAL_Soman | Soman | 62 | 5 | Chemical | chemical | soman
38547769 | @GENE_STAT3 | Stat3 | 77 | 5 | Gene | gene | STAT3
38547769 | @CHEMICAL_peficitinib | peficitinib | 92 | 11 | Chemical | chemical | Peficitinib
38547769 | @GENE_JAK3 | Jak3 | 133 | 4 | Gene | gene | JAK3
38547769 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 202 | 20 | Disease | disease | rheumatoid arthritis
38547769 | @GENE_LOC102641031 | LOC102641031 | 307 | 33 | Gene | gene | pyrin domain-containing protein 3
38547769 | @GENE_NLRP3 | Nlrp3 | 342 | 5 | Gene | gene | NLRP3
38547769 | @DISEASE_Acute_Lung_Injury | Acute Lung Injury | 407 | 17 | Disease | disease | acute lung injury
38547769 | @DISEASE_Acute_Lung_Injury | Acute Lung Injury | 426 | 3 | Disease | disease | ALI
38547769 | @CHEMICAL_peficitinib | peficitinib | 480 | 11 | Chemical | chemical | Peficitinib
38547769 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 508 | 18 | Chemical | chemical | lipopolysaccharide
38547769 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 528 | 3 | Chemical | chemical | LPS
38547769 | @DISEASE_Acute_Lung_Injury | Acute Lung Injury | 541 | 3 | Disease | disease | ALI
38547769 | @GENE_NLRP3 | Nlrp3 | 559 | 5 | Gene | gene | NLRP3
38547769 | @CHEMICAL_peficitinib | peficitinib | 651 | 11 | Chemical | chemical | Peficitinib
38547769 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 717 | 3 | Chemical | chemical | LPS
38547769 | @CHEMICAL_peficitinib | peficitinib | 756 | 11 | Chemical | chemical | Peficitinib
38547769 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 804 | 3 | Chemical | chemical | LPS
38547769 | @DISEASE_Pulmonary_Edema | Pulmonary Edema | 816 | 15 | Disease | disease | pulmonary edema
38547769 | @DISEASE_Inflammation | Inflammation | 833 | 12 | Disease | disease | inflammation
38547769 | @GENE_NLRP3 | Nlrp3 | 862 | 5 | Gene | gene | NLRP3
38547769 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 935 | 3 | Chemical | chemical | LPS
38547769 | @CHEMICAL_peficitinib | peficitinib | 960 | 11 | Chemical | chemical | Peficitinib
38547769 | @GENE_JAK3 | Jak3 | 1018 | 4 | Gene | gene | JAK3
38547769 | @GENE_STAT3 | Stat3 | 1023 | 50 | Gene | gene | signal transducer and activator of transcription 3
38547769 | @GENE_STAT3 | Stat3 | 1075 | 5 | Gene | gene | STAT3
38547769 | @CHEMICAL_peficitinib | peficitinib | 1105 | 11 | Chemical | chemical | Peficitinib
38547769 | @DISEASE_Acute_Lung_Injury | Acute Lung Injury | 1130 | 3 | Disease | disease | ALI
38547769 | @GENE_JAK3 | Jak3 | 1147 | 4 | Gene | gene | Jak3
38547769 | @CHEMICAL_peficitinib | peficitinib | 1167 | 11 | Chemical | chemical | Peficitinib
38547769 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1225 | 3 | Chemical | chemical | LPS
38547769 | @GENE_JAK3 | Jak3 | 1281 | 4 | Gene | gene | Jak3
38547769 | @CHEMICAL_peficitinib | peficitinib | 1322 | 11 | Chemical | chemical | Peficitinib
38547769 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1394 | 3 | Chemical | chemical | LPS
38547769 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1454 | 3 | Chemical | chemical | LPS
38547769 | @GENE_JAK3 | Jak3 | 1480 | 4 | Gene | gene | JAK3
38547769 | @GENE_STAT3 | Stat3 | 1485 | 5 | Gene | gene | STAT3
38547769 | @GENE_TLR4 | Tlr4 | 1507 | 20 | Gene | gene | toll-like receptor 4
38547769 | @GENE_TLR4 | Tlr4 | 1529 | 4 | Gene | gene | TLR4
38547769 | @CHEMICAL_peficitinib | peficitinib | 1596 | 11 | Chemical | chemical | Peficitinib
38547769 | @DISEASE_Acute_Lung_Injury | Acute Lung Injury | 1630 | 3 | Disease | disease | ALI
38547769 | @GENE_JAK3 | Jak3 | 1646 | 4 | Gene | gene | JAK3
38547769 | @DISEASE_Acute_Lung_Injury | Acute Lung Injury | 1751 | 3 | Disease | disease | ALI
38641760 | @GENE_ACOD1 | Acod1 | 0 | 4 | Gene | gene | IRG1
38641760 | @CHEMICAL_itaconic_acid | itaconic acid | 5 | 9 | Chemical | chemical | Itaconate
38641760 | @GENE_CD69 | Cd69 | 64 | 4 | Gene | gene | CD69
38641760 | @GENE_ITGAE | Itgae | 69 | 5 | Gene | gene | CD103
38641760 | @DISEASE_Hepatitis_Autoimmune | Hepatitis Autoimmune | 114 | 20 | Disease | disease | autoimmune hepatitis
38641760 | @GENE_JAK3 | Jak3 | 153 | 4 | Gene | gene | JAK3
38641760 | @GENE_STAT3 | Stat3 | 158 | 5 | Gene | gene | STAT3
38641760 | @GENE_TRP53_PS | Trp53-ps | 164 | 3 | Gene | gene | P53
38641760 | @GENE_ACOD1 | Acod1 | 226 | 22 | Gene | gene | immune response gene 1
38641760 | @GENE_ACOD1 | Acod1 | 250 | 4 | Gene | gene | IRG1
38641760 | @CHEMICAL_itaconic_acid | itaconic acid | 270 | 9 | Chemical | chemical | itaconate
38641760 | @DISEASE_Hepatitis_Autoimmune | Hepatitis Autoimmune | 283 | 20 | Disease | disease | autoimmune hepatitis
38641760 | @DISEASE_Hepatitis_Autoimmune | Hepatitis Autoimmune | 305 | 3 | Disease | disease | AIH
38641760 | @GENE_ACOD1 | Acod1 | 365 | 4 | Gene | gene | IRG1
38641760 | @DISEASE_Hepatitis_Autoimmune | Hepatitis Autoimmune | 373 | 3 | Disease | disease | AIH
38641760 | @GENE_ACOD1 | Acod1 | 517 | 4 | Gene | gene | IRG1
38641760 | @CHEMICAL_itaconic_acid | itaconic acid | 522 | 9 | Chemical | chemical | itaconate
38641760 | @DISEASE_Inflammation | Inflammation | 567 | 12 | Disease | disease | inflammatory
38641760 | @DISEASE_Inflammation | Inflammation | 631 | 12 | Disease | disease | inflammatory
38641760 | @CHEMICAL_Hematoxylin | Hematoxylin | 811 | 11 | Chemical | chemical | hematoxylin
38641760 | @CHEMICAL_Acid_Red_87 | Acid Red 87 | 827 | 5 | Chemical | chemical | eosin
38641760 | @DISEASE_Liver_Failure | Liver Failure | 862 | 12 | Disease | disease | liver injury
38641760 | @DISEASE_Ataxia_Telangiectasia | Ataxia Telangiectasia | 933 | 3 | Disease | disease | TRM
38641760 | @DISEASE_Ataxia_Telangiectasia | Ataxia Telangiectasia | 1208 | 3 | Disease | disease | TRM
38641760 | @GENE_ACOD1 | Acod1 | 1228 | 4 | Gene | gene | IRG1
38641760 | @GENE_JAK3 | Jak3 | 1234 | 4 | Gene | gene | Jak3
38641760 | @GENE_STAT3 | Stat3 | 1240 | 5 | Gene | gene | Stat3
38641760 | @GENE_TRP53_PS | Trp53-ps | 1251 | 3 | Gene | gene | p53
38641760 | @GENE_ACOD1 | Acod1 | 1490 | 4 | Gene | gene | IRG1
38641760 | @CHEMICAL_itaconic_acid | itaconic acid | 1495 | 9 | Chemical | chemical | itaconate
38641760 | @DISEASE_Inflammation | Inflammation | 1544 | 12 | Disease | disease | inflammatory
38641760 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 1575 | 35 | Disease | disease | pathological damage to liver tissue
38641760 | @GENE_ACOD1 | Acod1 | 1673 | 4 | Gene | gene | IRG1
38641760 | @CHEMICAL_itaconic_acid | itaconic acid | 1678 | 9 | Chemical | chemical | itaconate
38641760 | @GENE_JAK3 | Jak3 | 1702 | 4 | Gene | gene | JAK3
38641760 | @GENE_STAT3 | Stat3 | 1707 | 5 | Gene | gene | STAT3
38641760 | @GENE_CD69 | Cd69 | 1851 | 4 | Gene | gene | CD69
38641760 | @GENE_ITGAE | Itgae | 1856 | 5 | Gene | gene | CD103
38641760 | @DISEASE_Ataxia_Telangiectasia | Ataxia Telangiectasia | 1867 | 3 | Disease | disease | TRM
38641760 | @GENE_TRP53_PS | Trp53-ps | 1898 | 3 | Gene | gene | P53
38641760 | @GENE_JAK3 | Jak3 | 1951 | 4 | Gene | gene | JAK3
38641760 | @GENE_STAT3 | Stat3 | 1956 | 5 | Gene | gene | STAT3
38641760 | @GENE_ACOD1 | Acod1 | 1991 | 4 | Gene | gene | IRG1
38641760 | @CHEMICAL_itaconic_acid | itaconic acid | 1996 | 9 | Chemical | chemical | itaconate
38641760 | @DISEASE_Ataxia_Telangiectasia | Ataxia Telangiectasia | 2039 | 3 | Disease | disease | TRM
38641760 | @GENE_ACOD1 | Acod1 | 2050 | 4 | Gene | gene | IRG1
38641760 | @CHEMICAL_itaconic_acid | itaconic acid | 2055 | 9 | Chemical | chemical | itaconate
38641760 | @DISEASE_Hepatitis_Autoimmune | Hepatitis Autoimmune | 2102 | 20 | Disease | disease | autoimmune hepatitis
38641760 | @GENE_CD69 | Cd69 | 2194 | 4 | Gene | gene | CD69
38641760 | @GENE_ITGAE | Itgae | 2199 | 5 | Gene | gene | CD103
38641760 | @DISEASE_Ataxia_Telangiectasia | Ataxia Telangiectasia | 2210 | 3 | Disease | disease | TRM
38641760 | @GENE_JAK3 | Jak3 | 2228 | 4 | Gene | gene | JAK3
38641760 | @GENE_STAT3 | Stat3 | 2233 | 5 | Gene | gene | STAT3
38641760 | @GENE_TRP53_PS | Trp53-ps | 2239 | 3 | Gene | gene | P53
6286775 | @GENE_HLA_A | HLA-A | 153 | 8 | Gene | gene | HLA-A, B
6286775 | @GENE_CD8B | CD8B | 587 | 5 | Gene | gene | Lyt-3
6286775 | @GENE_ITGAM | ITGAM | 661 | 5 | Gene | gene | Mac 1
9177355 | @GENE_CD8A | CD8A | 113 | 3 | Gene | gene | CD8
9177355 | @GENE_APP | APP | 239 | 10 | Gene | gene | alpha beta
9177355 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 284 | 23 | Gene | gene | T-cell antigen receptor
9177355 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 309 | 3 | Gene | gene | TCR
9177355 | @GENE_TCIRG1 | TCIRG1 | 656 | 6 | Gene | gene | alpha3
9177355 | @GENE_HLA_G | HLA-G | 701 | 19 | Gene | gene | beta2-microglobulin
9177355 | @GENE_TCIRG1 | TCIRG1 | 745 | 6 | Gene | gene | alpha3
9177355 | @GENE_CD8A | CD8A | 864 | 3 | Gene | gene | CD8
9177355 | @GENE_TCIRG1 | TCIRG1 | 1004 | 6 | Gene | gene | alpha3
9177355 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1098 | 3 | Gene | gene | TCR
9177355 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1200 | 3 | Gene | gene | TCR
9177355 | @GENE_TCIRG1 | TCIRG1 | 1242 | 6 | Gene | gene | alpha3
9177355 | @GENE_CD8A | CD8A | 1314 | 3 | Gene | gene | CD8
9177355 | @GENE_CD8A | CD8A | 1387 | 3 | Gene | gene | CD8
9177355 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1394 | 3 | Gene | gene | TCR
9605330 | @GENE_CD8A | CD8A | 80 | 8 | Gene | gene | CD8alpha
9605330 | @GENE_CD8A | CD8A | 213 | 8 | Gene | gene | CD8alpha
9605330 | @GENE_CD8A | CD8A | 385 | 8 | Gene | gene | CD8alpha
9605330 | @GENE_HLA_G | HLA-G | 654 | 19 | Gene | gene | beta2-microglobulin
9605330 | @GENE_GAG_POL | gag-pol | 727 | 3 | Gene | gene | pol
9605330 | @GENE_CD8A | CD8A | 805 | 8 | Gene | gene | CD8alpha
10706736 | @GENE_PMEL | PMEL | 33 | 5 | Gene | gene | gp100
10706736 | @DISEASE_Melanoma | Melanoma | 161 | 8 | Disease | disease | melanoma
10706736 | @GENE_PMEL | PMEL | 236 | 5 | Gene | gene | gp100
10706736 | @GENE_MLANA | MLANA | 245 | 6 | Gene | gene | MART-1
10706736 | @DISEASE_Melanoma | Melanoma | 252 | 11 | Disease | disease | melanoma Ag
10706736 | @DISEASE_Neoplasms | Neoplasms | 343 | 6 | Disease | disease | cancer
10706736 | @GENE_APOE | APOE | 1075 | 3 | Gene | gene | Ad2
10706736 | @DISEASE_Neoplasms | Neoplasms | 1098 | 5 | Disease | disease | tumor
10706736 | @GENE_PMEL | PMEL | 1148 | 5 | Gene | gene | gp100
10706736 | @DISEASE_Melanoma | Melanoma | 1155 | 19 | Disease | disease | metastatic melanoma
10706736 | @GENE_PMEL | PMEL | 1193 | 5 | Gene | gene | gp100
10706736 | @GENE_APOE | APOE | 1240 | 3 | Gene | gene | Ad2
10706736 | @DISEASE_Melanoma | Melanoma | 1467 | 19 | Disease | disease | metastatic melanoma
10706736 | @GENE_PMEL | PMEL | 1600 | 5 | Gene | gene | gp100
10802168 | @GENE_PM7M2_P06 | PM7M2_p06 | 386 | 4 | Gene | gene | orf6
10802168 | @GENE_PM7M2_P06 | PM7M2_p06 | 942 | 4 | Gene | gene | orf6
11078608 | @GENE_KITL | Kitl | 0 | 16 | Gene | gene | Stem cell factor
11078608 | @GENE_IL2 | Il2 | 21 | 4 | Gene | gene | IL-2
11078608 | @GENE_JAK3 | Jak3 | 188 | 5 | Gene | gene | JAK-3
11078608 | @GENE_KIT | Kit | 334 | 5 | Gene | gene | c-kit
11078608 | @GENE_KITL | Kitl | 376 | 3 | Gene | gene | SCF
11078608 | @GENE_KITL | Kitl | 400 | 3 | Gene | gene | SCF
11078608 | @GENE_KITL | Kitl | 475 | 3 | Gene | gene | SCF
11078608 | @GENE_IL2RG | Il2rg | 525 | 18 | Gene | gene | common gamma-chain
11078608 | @GENE_IL2RG | Il2rg | 545 | 6 | Gene | gene | gammac
11078608 | @GENE_IL2 | Il2 | 610 | 25 | Gene | gene | IL-2, -4, -7, -9, and -15
11078608 | @GENE_KITL | Kitl | 637 | 3 | Gene | gene | SCF
11078608 | @GENE_IL2 | Il2 | 679 | 4 | Gene | gene | IL-2
11078608 | @GENE_IFNG | Ifng | 715 | 8 | Gene | gene | IFNgamma
11078608 | @GENE_IL2RG | Il2rg | 817 | 6 | Gene | gene | gammac
11078608 | @GENE_KITL | Kitl | 825 | 3 | Gene | gene | SCF
11078608 | @GENE_IL7 | Il7 | 861 | 4 | Gene | gene | IL-7
11078608 | @GENE_IL15 | Il15 | 870 | 5 | Gene | gene | IL-15
11078608 | @GENE_KITL | Kitl | 922 | 3 | Gene | gene | SCF
11078608 | @GENE_JAK3 | Jak3 | 973 | 5 | Gene | gene | JAK-3
11078608 | @GENE_KITL | Kitl | 989 | 3 | Gene | gene | SCF
11078608 | @GENE_IL2 | Il2 | 1011 | 4 | Gene | gene | IL-2
11078608 | @GENE_JAK3 | Jak3 | 1068 | 5 | Gene | gene | JAK-3
11078608 | @GENE_KITL | Kitl | 1102 | 3 | Gene | gene | SCF
11520814 | @GENE_JAK3 | Jak3 | 10 | 14 | Gene | gene | Janus kinase 3
11520814 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 54 | 31 | Disease | disease | acute graft-versus-host disease
11520814 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 169 | 31 | Disease | disease | acute graft-versus-host disease
11520814 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 202 | 4 | Disease | disease | GVHD
11520814 | @GENE_JAK3 | Jak3 | 440 | 4 | Gene | gene | JAK3
11520814 | @CHEMICAL_WHI_P131 | WHI P131 | 455 | 8 | Chemical | chemical | WHI-P131
11520814 | @CHEMICAL_WHI_P131 | WHI P131 | 465 | 51 | Chemical | chemical | 4-(4'-hydroxyphenyl)-amino-6,7-dimethoxyquinazoline
11520814 | @DISEASE_Sialadenitis | Sialadenitis | 814 | 12 | Disease | disease | TBI toxicity
11520814 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 895 | 4 | Disease | disease | GVHD
11520814 | @CHEMICAL_WHI_P131 | WHI P131 | 950 | 8 | Chemical | chemical | WHI-P131
11520814 | @CHEMICAL_WHI_P131 | WHI P131 | 1216 | 8 | Chemical | chemical | WHI-P131
11520814 | @CHEMICAL_WHI_P131 | WHI P131 | 1279 | 8 | Chemical | chemical | WHI-P131
11520814 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 1311 | 4 | Disease | disease | GVHD
11520814 | @CHEMICAL_Methotrexate | Methotrexate | 1321 | 12 | Chemical | chemical | methotrexate
11520814 | @CHEMICAL_Methotrexate | Methotrexate | 1335 | 3 | Chemical | chemical | MTX
11520814 | @CHEMICAL_WHI_P131 | WHI P131 | 1383 | 8 | Chemical | chemical | WHI-P131
11520814 | @CHEMICAL_Methotrexate | Methotrexate | 1395 | 3 | Chemical | chemical | MTX
11520814 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 1474 | 4 | Disease | disease | GVHD
11520814 | @GENE_JAK3 | Jak3 | 1669 | 4 | Gene | gene | JAK3
11520814 | @CHEMICAL_WHI_P131 | WHI P131 | 1742 | 8 | Chemical | chemical | WHI-P131
11520814 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 1781 | 4 | Disease | disease | GVHD
11981413 | @GENE_TRAV12_3 | Trav12-3 | 62 | 3 | Gene | gene | TCR
11981413 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 186 | 10 | Disease | disease | toxicities
11981413 | @CHEMICAL_Cyclosporine | Cyclosporine | 919 | 12 | Chemical | chemical | cyclosporine
11981413 | @CHEMICAL_Cyclosporine | Cyclosporine | 933 | 3 | Chemical | chemical | CsA
11981413 | @CHEMICAL_Cyclosporine | Cyclosporine | 1021 | 3 | Chemical | chemical | CsA
11981413 | @GENE_IL2 | Il2 | 1136 | 18 | Gene | gene | interleukin (IL)-2
11981413 | @GENE_IFNG | Ifng | 1155 | 22 | Gene | gene | interferon (IFN)-gamma
11981413 | @GENE_IL4 | Il4 | 1233 | 4 | Gene | gene | IL-4
11981413 | @GENE_IL10 | Il10 | 1238 | 5 | Gene | gene | IL-10
11981413 | @GENE_TRAV12_3 | Trav12-3 | 1393 | 15 | Gene | gene | T cell receptor
11981413 | @GENE_TRAV12_3 | Trav12-3 | 1410 | 3 | Gene | gene | TCR
11981413 | @GENE_JUN | Jun | 1468 | 4 | Gene | gene | AP-1
11981413 | @GENE_JAK3 | Jak3 | 1571 | 14 | Gene | gene | Janus kinase 3
11981413 | @GENE_JAK3 | Jak3 | 1587 | 4 | Gene | gene | Jak3
11981413 | @CHEMICAL_Sirolimus | Sirolimus | 1757 | 9 | Chemical | chemical | rapamycin
11981413 | @GENE_MTOR | Mtor | 1787 | 29 | Gene | gene | mammalian target of rapamycin
11981413 | @CHEMICAL_AG_490 | AG 490 | 1821 | 5 | Chemical | chemical | AG490
11981413 | @GENE_JAK3 | Jak3 | 1843 | 4 | Gene | gene | Jak3
11981413 | @GENE_ZAP70 | Zap70 | 1906 | 5 | Gene | gene | Zap70
11981413 | @GENE_TRAV12_3 | Trav12-3 | 2114 | 3 | Gene | gene | TCR
12244147 | @GENE_IL12B | IL12B | 89 | 5 | Gene | gene | IL-12
12244147 | @GENE_CSF2 | CSF2 | 130 | 6 | Gene | gene | GM-CSF
12244147 | @GENE_IL4R | IL4R | 199 | 5 | Gene | gene | IL-4R
12244147 | @GENE_IL4 | IL4 | 232 | 4 | Gene | gene | IL-4
12244147 | @GENE_IL13 | IL13 | 241 | 5 | Gene | gene | IL-13
12244147 | @GENE_CSF2 | CSF2 | 383 | 6 | Gene | gene | GM-CSF
12244147 | @GENE_IL4 | IL4 | 427 | 4 | Gene | gene | IL-4
12244147 | @GENE_IL13 | IL13 | 435 | 5 | Gene | gene | IL-13
12244147 | @GENE_IL4 | IL4 | 598 | 4 | Gene | gene | IL-4
12244147 | @GENE_IL13 | IL13 | 607 | 5 | Gene | gene | IL-13
12244147 | @GENE_TNF | TNF | 670 | 9 | Gene | gene | TNF-alpha
12244147 | @GENE_CD40 | CD40 | 683 | 4 | Gene | gene | CD40
12244147 | @GENE_IL4R | IL4R | 693 | 5 | Gene | gene | IL-4R
12244147 | @GENE_IL4R | IL4R | 740 | 11 | Gene | gene | IL-4R alpha
12244147 | @GENE_STAT6 | STAT6 | 762 | 5 | Gene | gene | STAT6
12244147 | @GENE_JAK3 | JAK3 | 777 | 14 | Gene | gene | Janus kinase 3
12244147 | @GENE_IL10 | IL10 | 932 | 5 | Gene | gene | IL-10
12244147 | @GENE_TNF | TNF | 942 | 3 | Gene | gene | TNF
12244147 | @GENE_IL4 | IL4 | 998 | 4 | Gene | gene | IL-4
12244147 | @GENE_IL13 | IL13 | 1011 | 5 | Gene | gene | IL-13
12244147 | @VARIANT_p.Y119D_IL12B_human | p.Y119D | 1020 | 5 | Variant | variant | Y119D
12244147 | @GENE_JAK3 | JAK3 | 1134 | 14 | Gene | gene | Janus kinase 3
12244147 | @GENE_IL4R | IL4R | 1280 | 5 | Gene | gene | IL-4R
12244147 | @GENE_IL12B | IL12B | 1343 | 5 | Gene | gene | IL-12
12244147 | @GENE_CSF2 | CSF2 | 1376 | 6 | Gene | gene | GM-CSF
12244147 | @GENE_CSF2 | CSF2 | 1500 | 6 | Gene | gene | GM-CSF
12389628 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 41 | 31 | Disease | disease | acute graft-versus-host disease
12389628 | @GENE_JAK3 | Jak3 | 100 | 4 | Gene | gene | JAK3
12389628 | @GENE_JAK3 | Jak3 | 138 | 14 | Gene | gene | Janus kinase 3
12389628 | @GENE_JAK3 | Jak3 | 154 | 4 | Gene | gene | JAK3
12389628 | @CHEMICAL_WHI_P180 | WHI P180 | 170 | 51 | Chemical | chemical | 4-(3'-hydroxyphenyl)-amino-6,7-dimethoxyquinazoline
12389628 | @CHEMICAL_WHI_P180 | WHI P180 | 223 | 7 | Chemical | chemical | JANEX-3
12389628 | @CHEMICAL_WHI_P180 | WHI P180 | 624 | 7 | Chemical | chemical | JANEX-3
12389628 | @CHEMICAL_WHI_P180 | WHI P180 | 1048 | 7 | Chemical | chemical | JANEX-3
12389628 | @GENE_JAK3 | Jak3 | 1100 | 4 | Gene | gene | JAK3
12389628 | @GENE_JAK3 | Jak3 | 1249 | 4 | Gene | gene | Jak3
12389628 | @GENE_JAK3 | Jak3 | 1268 | 4 | Gene | gene | Jak3
12389628 | @GENE_JAK3 | Jak3 | 1311 | 4 | Gene | gene | Jak3
12389628 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 1405 | 8 | Disease | disease | toxicity
12389628 | @DISEASE_Brain_Injuries_Traumatic | Brain Injuries Traumatic | 1417 | 3 | Disease | disease | TBI
12389628 | @GENE_JAK3 | Jak3 | 1494 | 4 | Gene | gene | JAK3
12838324 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 63 | 12 | Disease | disease | autoimmunity
12838324 | @GENE_PTHLH | PTHLH | 117 | 35 | Gene | gene | Parathyroid hormone-related protein
12838324 | @GENE_PTHLH | PTHLH | 154 | 6 | Gene | gene | PTH-rP
12838324 | @DISEASE_Prostatitis | Prostatitis | 194 | 18 | Disease | disease | prostate carcinoma
12838324 | @DISEASE_Neoplasms | Neoplasms | 223 | 18 | Disease | disease | epithelial cancers
12838324 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 292 | 15 | Disease | disease | bone metastases
12838324 | @GENE_PTHLH | PTHLH | 433 | 6 | Gene | gene | PTH-rP
12838324 | @GENE_HLA_A | HLA-A | 552 | 13 | Gene | gene | HLA-A(*)02.01
12838324 | @GENE_HLA_G | HLA-G | 577 | 19 | Gene | gene | beta2 microglobulin
12838324 | @GENE_CD8A | CD8A | 612 | 8 | Gene | gene | CD8alpha
12838324 | @GENE_PTHLH | PTHLH | 701 | 6 | Gene | gene | PTH-rP
12838324 | @GENE_PTHLH | Pthlh | 858 | 6 | Gene | gene | PTH-rP
12838324 | @GENE_HLA_A | HLA-A | 889 | 5 | Gene | gene | HLA-A
12838324 | @GENE_PTHLH | PTHLH | 908 | 6 | Gene | gene | PTH-rP
12838324 | @DISEASE_Prostatitis | Prostatitis | 918 | 18 | Disease | disease | prostate carcinoma
12838324 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 1018 | 8 | Disease | disease | toxicity
12838324 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 1034 | 12 | Disease | disease | autoimmunity
12838324 | @DISEASE_Neoplasms | Neoplasms | 1144 | 7 | Disease | disease | cancers
12838324 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1156 | 10 | Disease | disease | metastases
12838324 | @GENE_PTHLH | PTHLH | 1182 | 6 | Gene | gene | PTH-rP
12960314 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 212 | 18 | Disease | disease | cervical carcinoma
12960314 | @DISEASE_Neoplasms | Neoplasms | 419 | 5 | Disease | disease | tumor
12960314 | @GENE_CD8B | CD8B | 821 | 7 | Gene | gene | CD8beta
12960314 | @GENE_TERT | TERT | 1543 | 32 | Gene | gene | telomerase reverse transcriptase
12960314 | @GENE_TERT | TERT | 1695 | 32 | Gene | gene | telomerase reverse transcriptase
16468034 | @DISEASE_Neoplasms | Neoplasms | 20 | 5 | Disease | disease | tumor
16468034 | @DISEASE_Neoplasms | Neoplasms | 188 | 5 | Disease | disease | tumor
16468034 | @DISEASE_Neoplasms | Neoplasms | 302 | 6 | Disease | disease | cancer
16468034 | @DISEASE_Neoplasms | Neoplasms | 336 | 5 | Disease | disease | tumor
16468034 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 614 | 22 | Disease | disease | acute myeloid leukemia
16468034 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 638 | 3 | Disease | disease | AML
16468034 | @DISEASE_Neoplasms | Neoplasms | 884 | 5 | Disease | disease | tumor
16468034 | @GENE_TERT | TERT | 923 | 32 | Gene | gene | telomerase reverse transcriptase
16468034 | @GENE_PA2G4 | PA2G4 | 965 | 23 | Gene | gene | ErbB3-binding protein-1
16468034 | @GENE_PA2G4 | PA2G4 | 990 | 4 | Gene | gene | Ebp1
16468034 | @GENE_CEACAM3 | CEACAM3 | 997 | 24 | Gene | gene | carcinoembryonic antigen
16468034 | @GENE_CEACAM3 | CEACAM3 | 1023 | 3 | Gene | gene | CEA
16468034 | @GENE_ERBB2 | ERBB2 | 1032 | 9 | Gene | gene | Her-2/neu
16468034 | @GENE_CD8B | CD8B | 1058 | 7 | Gene | gene | CD8beta
16468034 | @GENE_HLA_C | HLA-C | 1200 | 3 | Gene | gene | MHC
