28559015 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 36 | 37 | Disease | disease | head and neck squamous cell carcinoma
38345618 | @DISEASE_COVID_19 | COVID-19 | 166 | 8 | Disease | disease | COVID-19
38345618 | @DISEASE_COVID_19 | COVID-19 | 378 | 8 | Disease | disease | COVID-19
38345618 | @DISEASE_Gambling | Gambling | 758 | 25 | Disease | disease | problem gambling symptoms
38345618 | @DISEASE_Anxiety | Anxiety | 989 | 14 | Disease | disease | health anxiety
38345618 | @DISEASE_COVID_19 | COVID-19 | 1010 | 5 | Disease | disease | COVID
38345618 | @DISEASE_Gambling | Gambling | 1760 | 17 | Disease | disease | gambling problems
38345618 | @DISEASE_Gambling | Gambling | 1927 | 13 | Disease | disease | gambling harm
38427376 | @DISEASE_COVID_19 | COVID-19 | 111 | 8 | Disease | disease | COVID-19
38450623 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 72 | 18 | Disease | disease | Multiple Sclerosis
38450623 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 141 | 18 | Disease | disease | Multiple sclerosis
38450623 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 161 | 2 | Disease | disease | MS
38450623 | @DISEASE_Inflammation | Inflammation | 178 | 26 | Disease | disease | neuro-inflammatory disease
38450623 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 493 | 2 | Disease | disease | MS
38450623 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 676 | 2 | Disease | disease | MS
38450623 | @GENE_CD4 | CD4 | 1398 | 3 | Gene | gene | CD4
38450623 | @DISEASE_Inflammation | Inflammation | 1762 | 12 | Disease | disease | Inflammation
38450623 | @GENE_HLA_B | HLA-B | 1807 | 5 | Gene | gene | HLA-B
38450623 | @GENE_TNF | TNF | 1868 | 9 | Gene | gene | TNF-alpha
38450623 | @GENE_TAP1 | TAP1 | 1879 | 5 | Gene | gene | TAP-1
38450623 | @GENE_MIR142 | MIR142 | 1890 | 6 | Gene | gene | miR142
38450623 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 2085 | 2 | Disease | disease | MS
38465618 | @DISEASE_COVID_19 | COVID-19 | 108 | 8 | Disease | disease | COVID-19
38465618 | @DISEASE_COVID_19 | COVID-19 | 148 | 8 | Disease | disease | COVID-19
38465618 | @DISEASE_COVID_19 | COVID-19 | 551 | 8 | Disease | disease | COVID-19
38465618 | @DISEASE_Anxiety | Anxiety | 931 | 7 | Disease | disease | Anxiety
38465618 | @DISEASE_Depressive_Disorder | Depressive Disorder | 940 | 19 | Disease | disease | depressive symptoms
38465618 | @DISEASE_COVID_19 | COVID-19 | 1373 | 8 | Disease | disease | COVID-19
38465618 | @DISEASE_603663 | 603663 | 1584 | 22 | Disease | disease | Mental health symptoms
38465618 | @DISEASE_COVID_19 | COVID-19 | 1680 | 8 | Disease | disease | COVID-19
38470627 | @DISEASE_Psychomotor_Agitation | Psychomotor Agitation | 95 | 22 | Disease | disease | Hyperactivity Behavior
38470627 | @DISEASE_COVID_19 | COVID-19 | 125 | 8 | Disease | disease | COVID-19
38470627 | @DISEASE_COVID_19 | COVID-19 | 134 | 8 | Disease | disease | Pandemic
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 254 | 22 | Disease | disease | hyperactivity symptoms
38470627 | @DISEASE_COVID_19 | COVID-19 | 372 | 8 | Disease | disease | COVID-19
38470627 | @DISEASE_COVID_19 | COVID-19 | 381 | 8 | Disease | disease | pandemic
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 445 | 13 | Disease | disease | hyperactivity
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 580 | 13 | Disease | disease | hyperactivity
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 779 | 13 | Disease | disease | hyperactivity
38470627 | @DISEASE_COVID_19 | COVID-19 | 1250 | 8 | Disease | disease | COVID-19
38470627 | @DISEASE_COVID_19 | COVID-19 | 1259 | 8 | Disease | disease | pandemic
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 1273 | 13 | Disease | disease | hyperactivity
38470627 | @DISEASE_COVID_19 | COVID-19 | 1704 | 8 | Disease | disease | COVID-19
38470627 | @DISEASE_COVID_19 | COVID-19 | 1713 | 8 | Disease | disease | pandemic
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 1841 | 13 | Disease | disease | hyperactivity
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 2093 | 13 | Disease | disease | hyperactivity
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 2223 | 13 | Disease | disease | hyperactivity
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 2382 | 13 | Disease | disease | hyperactivity
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 2567 | 13 | Disease | disease | hyperactivity
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 2684 | 13 | Disease | disease | hyperactivity
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 2767 | 13 | Disease | disease | hyperactivity
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 3015 | 13 | Disease | disease | hyperactivity
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 3256 | 13 | Disease | disease | hyperactivity
38470627 | @DISEASE_Hyperkinesis | Hyperkinesis | 3301 | 13 | Disease | disease | hyperactivity
38488328 | @DISEASE_Dandruff | Dandruff | 0 | 17 | Disease | disease | Dandruff lesional
38488328 | @DISEASE_Dandruff | Dandruff | 126 | 8 | Disease | disease | Dandruff
38488328 | @DISEASE_Inflammation | Inflammation | 204 | 12 | Disease | disease | inflammation
38488328 | @DISEASE_Dandruff | Dandruff | 258 | 8 | Disease | disease | dandruff
38488328 | @DISEASE_Dandruff | Dandruff | 481 | 8 | Disease | disease | dandruff
38488328 | @DISEASE_Dandruff | Dandruff | 574 | 8 | Disease | disease | dandruff
38488328 | @GENE_CD4 | CD4 | 740 | 3 | Gene | gene | CD4
38488328 | @GENE_CD8A | CD8A | 749 | 3 | Gene | gene | CD8
38488328 | @DISEASE_Dandruff | Dandruff | 788 | 8 | Disease | disease | dandruff
38488328 | @GENE_CD1A | CD1A | 844 | 4 | Gene | gene | CD1a
38488328 | @GENE_CD4 | CD4 | 951 | 3 | Gene | gene | CD4
38488328 | @GENE_CD8A | CD8A | 968 | 3 | Gene | gene | CD8
38488328 | @GENE_CD68 | CD68 | 997 | 4 | Gene | gene | CD68
38488328 | @DISEASE_Dandruff | Dandruff | 1230 | 8 | Disease | disease | dandruff
38488328 | @GENE_HLA_C | HLA-C | 1461 | 5 | Gene | gene | HLA-C
38488328 | @GENE_HLA_DPB1 | HLA-DPB1 | 1468 | 6 | Gene | gene | HLA-DP
38488328 | @GENE_TAP1 | TAP1 | 1480 | 4 | Gene | gene | TAP1
38488328 | @GENE_CD200 | CD200 | 1597 | 5 | Gene | gene | CD200
38488328 | @GENE_STAMBP | STAMBP | 1607 | 9 | Gene | gene | alpha-MSH
38488328 | @GENE_MICA | MICA | 1640 | 4 | Gene | gene | MICA
38488328 | @GENE_CXCL10 | CXCL10 | 1649 | 6 | Gene | gene | CXCL10
38488328 | @DISEASE_Dandruff | Dandruff | 1695 | 17 | Disease | disease | dandruff lesional
38488328 | @GENE_MIF | MIF | 1826 | 3 | Gene | gene | MIF
38488328 | @DISEASE_Dandruff | Dandruff | 1912 | 8 | Disease | disease | dandruff
38488328 | @DISEASE_Dandruff | Dandruff | 2024 | 17 | Disease | disease | dandruff lesional
1382298 | @CHEMICAL_Adenine | Adenine | 587 | 8 | Chemical | chemical | adenines
1382298 | @CHEMICAL_Sodium_Dodecyl_Sulfate | Sodium Dodecyl Sulfate | 1044 | 3 | Chemical | chemical | SDS
1382298 | @CHEMICAL_polyacrylamide | polyacrylamide | 1048 | 14 | Chemical | chemical | polyacrylamide
1382298 | @CHEMICAL_Iron | Iron | 1106 | 4 | Chemical | chemical | iron
1382298 | @CHEMICAL_Sulfides | Sulfides | 1115 | 7 | Chemical | chemical | sulfide
1382298 | @GENE_NTH | nth | 1175 | 16 | Gene | gene | endonuclease III
9394455 | @CHEMICAL_Ice | Ice | 631 | 3 | Chemical | chemical | ice
9394455 | @CHEMICAL_Ice | Ice | 963 | 3 | Chemical | chemical | ice
9842722 | @CHEMICAL_Polymers | Polymers | 120 | 7 | Chemical | chemical | polymer
9842722 | @CHEMICAL_Polymers | Polymers | 570 | 8 | Chemical | chemical | polymers
9842722 | @CHEMICAL_Polyethylene | Polyethylene | 580 | 12 | Chemical | chemical | polyethylene
9842722 | @CHEMICAL_Polymers | Polymers | 636 | 7 | Chemical | chemical | polymer
9842722 | @CHEMICAL_mica | mica | 1144 | 4 | Chemical | chemical | mica
9842722 | @CHEMICAL_Silver | Silver | 1199 | 6 | Chemical | chemical | silver
9842722 | @CHEMICAL_polysulfone_P_1700 | polysulfone P 1700 | 1378 | 12 | Chemical | chemical | polysulfones
9842722 | @CHEMICAL_mica | mica | 1433 | 4 | Chemical | chemical | mica
9842722 | @CHEMICAL_Polymers | Polymers | 1538 | 7 | Chemical | chemical | Polymer
9842722 | @CHEMICAL_Polymers | Polymers | 1738 | 7 | Chemical | chemical | polymer
9842722 | @CHEMICAL_Polymers | Polymers | 1829 | 7 | Chemical | chemical | polymer
9842722 | @CHEMICAL_Silver | Silver | 2147 | 6 | Chemical | chemical | silver
9842722 | @CHEMICAL_Silver | Silver | 2388 | 6 | Chemical | chemical | silver
11794617 | @CHEMICAL_Graphite | Graphite | 508 | 8 | Chemical | chemical | graphite
11794617 | @CHEMICAL_mica | mica | 521 | 4 | Chemical | chemical | mica
12173433 | @CHEMICAL_mica | mica | 244 | 4 | Chemical | chemical | mica
12173433 | @CHEMICAL_Graphite | Graphite | 278 | 8 | Chemical | chemical | graphite
12732362 | @CHEMICAL_Hexachlorobenzene | Hexachlorobenzene | 31 | 17 | Chemical | chemical | hexachlorobenzene
12732362 | @GENE_EGFR | Egfr | 52 | 32 | Gene | gene | epidermal growth factor receptor
12732362 | @CHEMICAL_Phosphotyrosine | Phosphotyrosine | 131 | 15 | Chemical | chemical | phosphotyrosine
12732362 | @CHEMICAL_Hexachlorobenzene | Hexachlorobenzene | 206 | 17 | Chemical | chemical | hexachlorobenzene
12732362 | @CHEMICAL_Hexachlorobenzene | Hexachlorobenzene | 225 | 3 | Chemical | chemical | HCB
12732362 | @GENE_EGFR | Egfr | 233 | 32 | Gene | gene | epidermal growth factor receptor
12732362 | @GENE_EGFR | Egfr | 267 | 4 | Gene | gene | EGFR
12732362 | @GENE_EGFR | Egfr | 329 | 4 | Gene | gene | EGFR
12732362 | @CHEMICAL_Phosphotyrosine | Phosphotyrosine | 537 | 15 | Chemical | chemical | phosphotyrosine
12732362 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 690 | 8 | Disease | disease | toxicity
12732362 | @CHEMICAL_Hexachlorobenzene | Hexachlorobenzene | 726 | 3 | Chemical | chemical | HCB
12732362 | @CHEMICAL_Thyroxine | Thyroxine | 874 | 9 | Chemical | chemical | thyroxine
12732362 | @GENE_UROD | Urod | 905 | 30 | Gene | gene | uroporphyrinogen decarboxylase
12732362 | @GENE_UROD | Urod | 937 | 5 | Gene | gene | URO-D
12732362 | @CHEMICAL_Hexachlorobenzene | Hexachlorobenzene | 1049 | 3 | Chemical | chemical | HCB
12732362 | @GENE_EGFR | Egfr | 1074 | 4 | Gene | gene | EGFR
12732362 | @GENE_EGFR | Egfr | 1127 | 4 | Gene | gene | EGFR
12732362 | @CHEMICAL_Hexachlorobenzene | Hexachlorobenzene | 1205 | 3 | Chemical | chemical | HCB
12732362 | @CHEMICAL_Phosphotyrosine | Phosphotyrosine | 1221 | 15 | Chemical | chemical | phosphotyrosine
12732362 | @CHEMICAL_Phosphotyrosine | Phosphotyrosine | 1394 | 15 | Chemical | chemical | phosphotyrosine
12732362 | @CHEMICAL_Hexachlorobenzene | Hexachlorobenzene | 1570 | 3 | Chemical | chemical | HCB
12732362 | @GENE_EGFR | Egfr | 1618 | 4 | Gene | gene | EGFR
12732362 | @GENE_EGFR | Egfr | 1656 | 4 | Gene | gene | EGFR
12732362 | @CHEMICAL_Hexachlorobenzene | Hexachlorobenzene | 1930 | 3 | Chemical | chemical | HCB
12732362 | @DISEASE_Mouth_Diseases | Mouth Diseases | 1955 | 21 | Disease | disease | toxicological lesions
16803194 | @CHEMICAL_mica | mica | 129 | 4 | Chemical | chemical | mica
16803194 | @CHEMICAL_mica | mica | 248 | 4 | Chemical | chemical | mica
16834415 | @CHEMICAL_mica | mica | 365 | 4 | Chemical | chemical | mica
16834415 | @CHEMICAL_Water | Water | 419 | 5 | Chemical | chemical | water
16834415 | @CHEMICAL_Phosphates | Phosphates | 499 | 9 | Chemical | chemical | phosphate
16834415 | @CHEMICAL_Water | Water | 875 | 5 | Chemical | chemical | water
23687071 | @CHEMICAL_Cyclodextrins | Cyclodextrins | 108 | 13 | Chemical | chemical | cyclodextrins
23687071 | @CHEMICAL_betadex | betadex | 184 | 17 | Chemical | chemical | beta-cyclodextrin
23687071 | @CHEMICAL_betadex | betadex | 203 | 2 | Chemical | chemical | CD
23687071 | @CHEMICAL_Cetrimonium | Cetrimonium | 207 | 34 | Chemical | chemical | hexadecyltrimethylammonium bromide
23687071 | @CHEMICAL_Cetrimonium | Cetrimonium | 243 | 4 | Chemical | chemical | CTAB
23687071 | @CHEMICAL_Cetrimonium | Cetrimonium | 305 | 4 | Chemical | chemical | CTAB
23687071 | @CHEMICAL_Cadmium | Cadmium | 514 | 3 | Chemical | chemical | CDs
23687071 | @CHEMICAL_mica | mica | 581 | 4 | Chemical | chemical | mica
23687071 | @CHEMICAL_Cetrimonium | Cetrimonium | 612 | 4 | Chemical | chemical | CTAB
23687071 | @CHEMICAL_Cetrimonium | Cetrimonium | 919 | 4 | Chemical | chemical | CTAB
24244437 | @CHEMICAL_Biotin | Biotin | 860 | 6 | Chemical | chemical | biotin
24244437 | @CHEMICAL_Adenine_Nucleotides | Adenine Nucleotides | 1108 | 19 | Chemical | chemical | adenine nucleotides
24244437 | @CHEMICAL_Poly_A | Poly A | 1156 | 6 | Chemical | chemical | poly-A
24244437 | @CHEMICAL_Poly_A | Poly A | 1583 | 6 | Chemical | chemical | poly-A
25353832 | @DISEASE_Infections | Infections | 141 | 9 | Disease | disease | infection
25353832 | @CHEMICAL_mica | mica | 840 | 4 | Chemical | chemical | mica
26041808 | @GENE_KLRK1 | KLRK1 | 0 | 14 | Gene | gene | NKG2D Receptor
26041808 | @GENE_KLRK1 | KLRK1 | 48 | 5 | Gene | gene | NKG2D
26041808 | @GENE_CD8A | CD8A | 135 | 3 | Gene | gene | CD8
26041808 | @GENE_CD4 | CD4 | 166 | 3 | Gene | gene | CD4
26041808 | @GENE_KLRK1 | KLRK1 | 245 | 5 | Gene | gene | NKG2D
26041808 | @GENE_HCST | HCST | 297 | 5 | Gene | gene | DAP10
26041808 | @GENE_HCST | Hcst | 393 | 5 | Gene | gene | DAP10
26041808 | @GENE_TYROBP | Tyrobp | 402 | 5 | Gene | gene | DAP12
26041808 | @GENE_KLRK1 | KLRK1 | 435 | 5 | Gene | gene | NKG2D
26041808 | @GENE_KLRK1 | KLRK1 | 480 | 5 | Gene | gene | KLRK1
26041808 | @GENE_MICA | MICA | 617 | 4 | Gene | gene | MICA
26041808 | @GENE_MICB | MICB | 623 | 4 | Gene | gene | MICB
26041808 | @GENE_RAET1E | RAET1E | 629 | 6 | Gene | gene | RAET1E
26041808 | @GENE_RAET1G | RAET1G | 637 | 6 | Gene | gene | RAET1G
26041808 | @GENE_ULBP2 | ULBP2 | 645 | 6 | Gene | gene | RAET1H
26041808 | @GENE_ULBP1 | ULBP1 | 653 | 6 | Gene | gene | RAET1I
26041808 | @GENE_RAET1L | RAET1L | 661 | 6 | Gene | gene | RAET1L
26041808 | @GENE_ULBP3 | ULBP3 | 673 | 6 | Gene | gene | RAET1N
26041808 | @GENE_KLRK1 | KLRK1 | 742 | 5 | Gene | gene | NKG2D
26041808 | @GENE_KLRK1 | KLRK1 | 891 | 5 | Gene | gene | NKG2D
26041808 | @GENE_KLRK1 | KLRK1 | 1066 | 5 | Gene | gene | NKG2D
26041808 | @DISEASE_Neoplasms | Neoplasms | 1196 | 5 | Disease | disease | tumor
26041808 | @GENE_KLRK1 | KLRK1 | 1267 | 5 | Gene | gene | NKG2D
26041808 | @GENE_KLRK1 | KLRK1 | 1321 | 5 | Gene | gene | NKG2D
26041808 | @GENE_KLRK1 | KLRK1 | 1408 | 5 | Gene | gene | NKG2D
26041808 | @DISEASE_Communicable_Diseases | Communicable Diseases | 1481 | 19 | Disease | disease | infectious diseases
26041808 | @DISEASE_Neoplasms | Neoplasms | 1502 | 6 | Disease | disease | cancer
26041808 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 1514 | 19 | Disease | disease | autoimmune diseases
26106076 | @GENE_MIC | mic | 50 | 3 | Gene | gene | MIC
26106076 | @DISEASE_Brain_Neoplasms | Brain Neoplasms | 128 | 29 | Disease | disease | Primary and Metastatic Tumors
26106076 | @DISEASE_Neoplasms | Neoplasms | 178 | 5 | Disease | disease | tumor
26106076 | @DISEASE_Neoplasms | Neoplasms | 268 | 6 | Disease | disease | cancer
26106076 | @GENE_MIC | mic | 460 | 3 | Gene | gene | MIC
26106076 | @GENE_MIC | mic | 657 | 3 | Gene | gene | MIC
26106076 | @GENE_MIC | mic | 690 | 3 | Gene | gene | MIC
26106076 | @GENE_MIC | mic | 781 | 3 | Gene | gene | MIC
26106076 | @GENE_MIC | mic | 900 | 3 | Gene | gene | MIC
26106076 | @DISEASE_Neoplasms | Neoplasms | 950 | 6 | Disease | disease | tumors
26106076 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 972 | 10 | Disease | disease | metastasis
26106076 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 1009 | 8 | Disease | disease | toxicity
26106076 | @GENE_MIC | mic | 1211 | 3 | Gene | gene | MIC
26106076 | @DISEASE_Neoplasms | Neoplasms | 1218 | 5 | Disease | disease | tumor
26106076 | @GENE_CD4 | Cd4 | 1324 | 3 | Gene | gene | CD4
26106076 | @DISEASE_Neoplasms | Neoplasms | 1419 | 5 | Disease | disease | tumor
26106076 | @GENE_MIC | mic | 1533 | 3 | Gene | gene | MIC
26106076 | @GENE_MIC | mic | 1600 | 3 | Gene | gene | MIC
26106076 | @DISEASE_Neoplasms | Neoplasms | 1607 | 6 | Disease | disease | tumors
27057436 | @DISEASE_Melanoma | Melanoma | 55 | 8 | Disease | disease | melanoma
27057436 | @CHEMICAL_Ipilimumab | Ipilimumab | 83 | 10 | Chemical | chemical | ipilimumab
27057436 | @CHEMICAL_fotemustine | fotemustine | 99 | 11 | Chemical | chemical | fotemustine
27057436 | @DISEASE_Melanoma | Melanoma | 168 | 19 | Disease | disease | metastatic melanoma
27057436 | @DISEASE_Melanoma | Melanoma | 189 | 2 | Disease | disease | MM
27057436 | @CHEMICAL_Ipilimumab | Ipilimumab | 215 | 10 | Chemical | chemical | ipilimumab
27057436 | @CHEMICAL_Ipilimumab | Ipilimumab | 227 | 3 | Chemical | chemical | IPI
27057436 | @CHEMICAL_fotemustine | fotemustine | 246 | 11 | Chemical | chemical | fotemustine
27057436 | @CHEMICAL_fotemustine | fotemustine | 259 | 3 | Chemical | chemical | FTM
27057436 | @DISEASE_Melanoma | Melanoma | 369 | 2 | Disease | disease | MM
27057436 | @GENE_CD4 | CD4 | 768 | 3 | Gene | gene | CD4
27057436 | @GENE_PTPRC | PTPRC | 772 | 6 | Gene | gene | CD45RO
27057436 | @GENE_BTLA | BTLA | 779 | 4 | Gene | gene | BTLA
27057436 | @GENE_CD4 | CD4 | 790 | 3 | Gene | gene | CD4
27057436 | @GENE_TNFRSF9 | TNFRSF9 | 794 | 5 | Gene | gene | 4-1BB
27057436 | @DISEASE_Melanoma | Melanoma | 860 | 2 | Disease | disease | MM
27057436 | @GENE_KLRK1 | KLRK1 | 929 | 5 | Gene | gene | NKG2D
27057436 | @GENE_ULBP1 | ULBP1 | 944 | 12 | Gene | gene | ULBP-1 or -2
27057436 | @DISEASE_Melanoma | Melanoma | 986 | 2 | Disease | disease | MM
27057436 | @GENE_ULBP1 | ULBP1 | 1100 | 13 | Gene | gene | ULBP-1 and -2
27057436 | @GENE_MICA | MICA | 1240 | 4 | Gene | gene | MICA
27057436 | @GENE_MICB | MICB | 1246 | 4 | Gene | gene | MICB
27057436 | @GENE_ULBP3 | ULBP3 | 1255 | 6 | Gene | gene | ULBP-3
27057436 | @GENE_CD4 | CD4 | 1422 | 3 | Gene | gene | CD4
27057436 | @GENE_PTPRC | PTPRC | 1426 | 6 | Gene | gene | CD45RO
27057436 | @GENE_BTLA | BTLA | 1433 | 4 | Gene | gene | BTLA
27057436 | @GENE_CD4 | CD4 | 1454 | 3 | Gene | gene | CD4
27057436 | @GENE_TNFRSF9 | TNFRSF9 | 1458 | 5 | Gene | gene | 4-1BB
27057436 | @CHEMICAL_Ipilimumab | Ipilimumab | 1810 | 3 | Chemical | chemical | IPI
27057436 | @CHEMICAL_fotemustine | fotemustine | 1819 | 3 | Chemical | chemical | FTM
28169232 | @DISEASE_Neoplasms | Neoplasms | 187 | 5 | Disease | disease | tumor
28169232 | @GENE_MICA | MICA | 327 | 9 | Gene | gene | MICA/MICB
28169232 | @GENE_KLRC1 | KLRC1 | 709 | 6 | Gene | gene | NKG2DL
28169232 | @GENE_KLRK1 | KLRK1 | 813 | 14 | Gene | gene | NKG2D receptor
28169232 | @DISEASE_Neoplasms | Neoplasms | 871 | 6 | Disease | disease | tumors
28169232 | @GENE_MICA | MICA | 921 | 9 | Gene | gene | MICA/MICB
28169232 | @DISEASE_Neoplasms | Neoplasms | 936 | 6 | Disease | disease | tumors
28169232 | @GENE_CD8A | CD8A | 1125 | 3 | Gene | gene | CD8
28169232 | @GENE_CD4 | CD4 | 1165 | 3 | Gene | gene | CD4
28169232 | @DISEASE_Neoplasms | Neoplasms | 1375 | 5 | Disease | disease | tumor
28169232 | @DISEASE_Neoplasms | Neoplasms | 1420 | 6 | Disease | disease | tumors
28169232 | @DISEASE_Neoplasms | Neoplasms | 1600 | 5 | Disease | disease | tumor
28169232 | @DISEASE_Neoplasms | Neoplasms | 1673 | 5 | Disease | disease | tumor
28169232 | @DISEASE_Neoplasms | Neoplasms | 1914 | 5 | Disease | disease | tumor
28608409 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 33 | 17 | Disease | disease | pancreatic cancer
28608409 | @DISEASE_Neoplasms | Neoplasms | 83 | 5 | Disease | disease | tumor
28608409 | @DISEASE_Neoplasms | Neoplasms | 295 | 16 | Disease | disease | malignant tumors
28608409 | @DISEASE_Neoplasms | Neoplasms | 322 | 5 | Disease | disease | tumor
28608409 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 478 | 17 | Disease | disease | pancreatic cancer
28608409 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 657 | 17 | Disease | disease | pancreatic cancer
28608409 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 714 | 17 | Disease | disease | pancreatic cancer
28608409 | @GENE_CD8A | CD8A | 866 | 3 | Gene | gene | CD8
28608409 | @GENE_CD4 | CD4 | 877 | 3 | Gene | gene | CD4
28608409 | @GENE_FOXP3 | FOXP3 | 892 | 15 | Gene | gene | forkhead box P3
28608409 | @GENE_FOXP3 | FOXP3 | 918 | 5 | Gene | gene | Foxp3
28608409 | @GENE_FOXP3 | FOXP3 | 991 | 5 | Gene | gene | Foxp3
28608409 | @GENE_CD8A | CD8A | 1054 | 3 | Gene | gene | CD8
28608409 | @GENE_CD4 | CD4 | 1063 | 3 | Gene | gene | CD4
28608409 | @GENE_CALR | CALR | 1101 | 12 | Gene | gene | calreticulin
28608409 | @GENE_HSPA4 | HSPA4 | 1115 | 5 | Gene | gene | Hsp70
28608409 | @DISEASE_Neoplasms | Neoplasms | 1314 | 5 | Disease | disease | tumor
28608409 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 1546 | 17 | Disease | disease | pancreatic cancer
29690759 | @CHEMICAL_Metals | Metals | 1719 | 5 | Chemical | chemical | metal
29690759 | @CHEMICAL_mica | mica | 1791 | 4 | Chemical | chemical | mica
30026546 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 55 | 19 | Chemical | chemical | lipopolysaccharides
30026546 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 190 | 18 | Chemical | chemical | lipopolysaccharide
